"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, 1.8916980871, 0.9098986498, 0.0000000000, 0.0000000000, 0.0000000000, 0.4835416956, 0.4967090334, 2.0395385119, 0.0000000000, 2.0790206552, -4.3576296226, -5.6499012702, -6.3224267539, -3.8133928259, 0.0000000000, 5.0000000000, 5.0000000000, 0.0039000000
           1, 0.5383298987, 0.0642100449, 0.0000000000, 0.0000000000, 0.0000000000, -0.0338918616, -0.0491181781, 0.5399161178, 0.0000000000, 8.3838891455, -4.3579397924, -4.8344306376, -4.5876113940, -3.8080806955, 0.0000000000, 5.0000000000, 5.0000000000, 0.0096166667
           2, 0.6309094693, 0.1511195117, 0.0000000000, 0.0000000000, 0.0000000000, -0.0200668716, 0.0166437333, 0.6485420969, 0.0000000000, 4.1749041015, -4.8021884119, -5.1452772927, -4.8485138812, -4.2535372687, 0.0000000000, 5.0000000000, 5.0000000000, 0.0135166667
           3, 0.5836081250, 0.1054807078, 0.0000000000, 0.0000000000, 0.0000000000, -0.0455865267, -0.0181632508, 0.5927855595, 0.0000000000, 5.5328423279, -5.2332593749, -5.4063330422, -5.2342222119, -4.6972551631, 0.0000000000, 5.0000000000, 5.0000000000, 0.0174166667
           4, 0.6508750104, 0.1118011460, 0.0000000000, 0.0000000000, 0.0000000000, -0.0278794466, -0.0259665012, 0.6598965951, 0.0000000000, 5.8217203842, -5.5859504527, -5.6213579981, -5.4968807998, -5.0444862670, 0.0000000000, 5.0000000000, 5.0000000000, 0.0213166667
           5, 0.7114798947, 0.1173058033, 0.0000000000, 0.0000000000, 0.0000000000, -0.0178642053, -0.0331825978, 0.7203215999, 0.0000000000, 6.0651721790, -5.7698754429, -5.7055740797, -5.5948505165, -5.2327671244, 0.0000000000, 5.0000000000, 5.0000000000, 0.0252166667
           6, 0.7829578666, 0.1270004043, 0.0000000000, 0.0000000000, 0.0000000000, -0.0036374771, -0.0385609531, 0.7922532275, 0.0000000000, 6.1650029449, -5.9423182513, -5.7529673430, -5.6441279623, -5.4121889630, 0.0000000000, 5.0000000000, 5.0000000000, 0.0293833333
           7, 0.8494932162, 0.1356861831, 0.0000000000, 0.0000000000, 0.0000000000, 0.0087022588, -0.0438984564, 0.8591404950, 0.0000000000, 6.2607201155, -6.0045870466, -5.7633357969, -5.6616174712, -5.4727336201, 0.0000000000, 5.0000000000, 5.0000000000, 0.0330166667
           8, 0.9115527593, 0.1432226519, 0.0000000000, 0.0000000000, 0.0000000000, 0.0198351021, -0.0494295821, 0.9214108081, 0.0000000000, 6.3645851203, -6.0424626106, -5.7638475447, -5.6728703455, -5.5101220325, 0.0000000000, 5.0000000000, 5.0000000000, 0.0369166667
           9, 0.9680810531, 0.1490929648, 0.0000000000, 0.0000000000, 0.0000000000, 0.0290779524, -0.0554404428, 0.9779243298, 0.0000000000, 6.4931370465, -6.0593412128, -5.7625641031, -5.6831321673, -5.5256632465, 0.0000000000, 5.0000000000, 5.0000000000, 0.0408166667
