"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, 0.9784170058, 0.6247695468, 0.0000000000, 0.0000000000, 0.0000000000, 0.3005492902, 0.5190745678, 1.0383633357, 0.0000000000, 1.5660446492, -4.5477577314, -5.8328194241, -6.8111992074, -4.0035209347, 0.0000000000, 5.0000000000, 5.0000000000, 0.0039000000
           1, 0.3144327078, -0.0088071795, 0.0000000000, 0.0000000000, 0.0000000000, -0.0228401973, -0.0416261006, 0.3117896116, 0.0000000000, -35.7018621111, -4.5580858018, -5.0231268017, -4.8028486907, -4.0081827546, 0.0000000000, 5.0000000000, 5.0000000000, 0.0085833333
           2, 0.3551488871, 0.0730701653, 0.0000000000, 0.0000000000, 0.0000000000, -0.0041603243, 0.0355467119, 0.3608412564, 0.0000000000, 4.8603816002, -5.0073809676, -5.3378883567, -5.0623219986, -4.4586686466, 0.0000000000, 5.0000000000, 5.0000000000, 0.0124833333
           3, 0.3319723756, 0.0376768833, 0.0000000000, 0.0000000000, 0.0000000000, -0.0243708913, 0.0027699231, 0.3340921029, 0.0000000000, 8.8110360088, -5.4277304074, -5.6110343047, -5.4527527861, -4.8913604825, 0.0000000000, 5.0000000000, 5.0000000000, 0.0163833333
           4, 0.3649855451, 0.0367291522, 0.0000000000, 0.0000000000, 0.0000000000, -0.0143887306, -0.0016234321, 0.3668253579, 0.0000000000, 9.9372167173, -5.7926668835, -5.8490955619, -5.7372199708, -5.2509452641, 0.0000000000, 5.0000000000, 5.0000000000, 0.0205500000
           5, 0.3973579026, 0.0358980314, 0.0000000000, 0.0000000000, 0.0000000000, -0.0097521258, -0.0058338327, 0.3989335005, 0.0000000000, 11.0690722255, -5.9861316430, -5.9478452216, -5.8514281328, -5.4492766258, 0.0000000000, 5.0000000000, 5.0000000000, 0.0247000000
           6, 0.4347949423, 0.0377732717, 0.0000000000, 0.0000000000, 0.0000000000, -0.0021423005, -0.0078821014, 0.4363614722, 0.0000000000, 11.5106508691, -6.1887605115, -6.0116839102, -5.9136610749, -5.6604394733, 0.0000000000, 5.0000000000, 5.0000000000, 0.0283500000
           7, 0.4693371336, 0.0396601948, 0.0000000000, 0.0000000000, 0.0000000000, 0.0040967144, -0.0096161572, 0.4709116749, 0.0000000000, 11.8339593588, -6.2644576946, -6.0269280385, -5.9345167261, -5.7334105678, 0.0000000000, 5.0000000000, 5.0000000000, 0.0322500000
           8, 0.5016597263, 0.0414185792, 0.0000000000, 0.0000000000, 0.0000000000, 0.0097113338, -0.0112460364, 0.5032410023, 0.0000000000, 12.1119491684, -6.3074871659, -6.0298071118, -5.9468173583, -5.7764406216, 0.0000000000, 5.0000000000, 5.0000000000, 0.0364000000
           9, 0.5312665093, 0.0427119740, 0.0000000000, 0.0000000000, 0.0000000000, 0.0143030584, -0.0130544784, 0.5328207928, 0.0000000000, 12.4383506305, -6.3274784198, -6.0291357847, -5.9567964860, -5.7956153985, 0.0000000000, 5.0000000000, 5.0000000000, 0.0408166667
          10, 0.5578694681, 0.0436112422, 0.0000000000, 0.0000000000, 0.0000000000, 0.0179090257, -0.0149409030, 0.5593720170, 0.0000000000, 12.7918729279, -6.3403298452, -6.0283580522, -5.9663062946, -5.8077717623, 0.0000000000, 5.0000000000, 5.0000000000, 0.0449833333
          11, 0.5812300142, 0.0440835800, 0.0000000000, 0.0000000000, 0.0000000000, 0.0205060202, -0.0169129946, 0.5826539643, 0.0000000000, 13.1847280571, -6.3518029924, -6.0286458591, -5.9755245424, -5.8188669914, 0.0000000000, 5.0000000000, 5.0000000000, 0.0486166667
          12, 0.6013632268, 0.0441262901, 0.0000000000, 0.0000000000, 0.0000000000, 0.0221558015, -0.0189750123, 0.6026813494, 0.0000000000, 13.6282299154, -6.3619239353, -6.0303589022, -5.9843016884, -5.8288903060, 0.0000000000, 5.0000000000, 5.0000000000, 0.0525166667
          13, 0.6183937321, 0.0437495705, 0.0000000000, 0.0000000000, 0.0000000000, 0.0229396160, -0.0211298407, 0.6195791819, 0.0000000000, 14.1348526288, -6.3701226756, -6.0333356250, -5.9923064949, -5.8371503361, 0.0000000000, 5.0000000000, 5.0000000000, 0.0564166667
          14, 0.6324957308, 0.0429962363, 0.0000000000, 0.0000000000, 0.0000000000, 0.0229583465, -0.0233531084, 0.6335251835, 0.0000000000, 14.7104906219, -6.3763789746, -6.0372322618, -5.9991933289, -5.8435622411, 0.0000000000, 5.0000000000, 5.0000000000, 0.0603166667
          15, 0.6438854443, 0.0419125556, 0.0000000000, 0.0000000000, 0.0000000000, 0.0223222239, -0.0256214018, 0.6447392275, 0.0000000000, 15.3625908715, -6.3809537420, -6.0416776882, -6.0047071108, -5.8483372400, 0.0000000000, 5.0000000000, 5.0000000000, 0.0642166667
          16, 0.6528231713, 0.0405451156, 0.0000000000, 0.0000000000, 0.0000000000, 0.0211465201, -0.0279155977, 0.6534850563, 0.0000000000, 16.1011545382, -6.3840143914, -6.0462768204, -6.0087219497, -5.8515926519, 0.0000000000, 5.0000000000, 5.0000000000, 0.0681166667
          17, 0.6596010569, 0.0389433458, 0.0000000000, 0.0000000000, 0.0000000000, 0.0195484542, -0.0302170748, 0.6600583814, 0.0000000000, 16.9374521766, -6.3857625575, -6.0506116579, -6.0112343177, -5.8534943446, 0.0000000000, 5.0000000000, 5.0000000000, 0.0720166667
          18, 0.6645283828, 0.0371616552, 0.0000000000, 0.0000000000, 0.0000000000, 0.0176424522, -0.0325040509, 0.6647724775, 0.0000000000, 17.8820986096, -6.3865506815, -6.0542910384, -6.0123441619, -5.8543794274, 0.0000000000, 5.0000000000, 5.0000000000, 0.0756666667
          19, 0.6679103713, 0.0352539285, 0.0000000000, 0.0000000000, 0.0000000000, 0.0155374292, -0.0347548410, 0.6679365274, 0.0000000000, 18.9457005326, -6.3868203849, -6.0570129300, -6.0122318832, -5.8546864563, 0.0000000000, 5.0000000000, 5.0000000000, 0.0798166667
          20, 0.6700593994, 0.0332757578, 0.0000000000, 0.0000000000, 0.0000000000, 0.0133327775, -0.0369468096, 0.6698670077, 0.0000000000, 20.1365632074, -6.3869938549, -6.0586050200, -6.0111284273, -5.8548404202, 0.0000000000, 5.0000000000, 5.0000000000, 0.0837166667
          21, 0.6712683052, 0.0312790472, 0.0000000000, 0.0000000000, 0.0000000000, 0.0111171630, -0.0390589470, 0.6708605780, 0.0000000000, 21.4606378517, -6.3874558705, -6.0590483025, -6.0092872048, -5.8552365806, 0.0000000000, 5.0000000000, 5.0000000000, 0.0876166667
          22, 0.6718033445, 0.0293036493, 0.0000000000, 0.0000000000, 0.0000000000, 0.0089703382, -0.0410794504, 0.6711862009, 0.0000000000, 22.9255864351, -6.3884993588, -6.0584728380, -6.0069603020, -5.8561807981, 0.0000000000, 5.0000000000, 5.0000000000, 0.0917833333
          23, 0.6719190246, 0.0273881845, 0.0000000000, 0.0000000000, 0.0000000000, 0.0069573668, -0.0429965139, 0.6711010267, 0.0000000000, 24.5331714227, -6.3903063852, -6.0571288497, -6.0043778013, -5.8578696098, 0.0000000000, 5.0000000000, 5.0000000000, 0.0956833333
          24, 0.6718399484, 0.0255633594, 0.0000000000, 0.0000000000, 0.0000000000, 0.0051292255, -0.0448030767, 0.6708316375, 0.0000000000, 26.2813638163, -6.3929630074, -6.0553459832, -6.0017394886, -5.8604030803, 0.0000000000, 5.0000000000, 5.0000000000, 0.0993166667
          25, 0.6717510721, 0.0238579547, 0.0000000000, 0.0000000000, 0.0000000000, 0.0035239829, -0.0464898490, 0.6705649848, 0.0000000000, 28.1562724438, -6.3964425925, -6.0534875103, -5.9992112357, -5.8637696853, 0.0000000000, 5.0000000000, 5.0000000000, 0.1032166667
          26, 0.6718088333, 0.0222899272, 0.0000000000, 0.0000000000, 0.0000000000, 0.0021673105, -0.0480553243, 0.6704585261, 0.0000000000, 30.1395705087, -6.4006523933, -6.0519090349, -5.9969248486, -5.8678881909, 0.0000000000, 5.0000000000, 5.0000000000, 0.1071166667
