"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, -0.4557436876, 0.5585589014, 0.0000000000, 0.0000000000, 0.0000000000, 0.0225376456, 0.5339416341, -0.4843518210, 0.0000000000, -0.8159277142, -4.6876330595, -5.9709046948, -7.2515089375, -4.1433962628, 0.0000000000, 5.0000000000, 5.0000000000, 0.0036500000
           1, -0.0479379874, -0.0375706707, 0.0000000000, 0.0000000000, 0.0000000000, -0.0029633887, -0.0400280618, -0.0459059930, 0.0000000000, 1.2759417518, -4.7080432116, -5.1180870428, -4.9487623049, -4.1568951797, 0.0000000000, 5.0000000000, 5.0000000000, 0.0080666667
           2, -0.0885148458, 0.0540629383, 0.0000000000, 0.0000000000, 0.0000000000, 0.0213845543, 0.0493563378, -0.0912229749, 0.0000000000, -1.6372555510, -5.1746675171, -5.4448037139, -5.2500350800, -4.6255766427, 0.0000000000, 5.0000000000, 5.0000000000, 0.0119666667
           3, -0.0776946788, 0.0219027523, 0.0000000000, 0.0000000000, 0.0000000000, 0.0090782000, 0.0178065100, -0.0787345024, 0.0000000000, -3.5472564260, -5.5730272980, -5.7469075445, -5.6241972502, -5.0370277758, 0.0000000000, 5.0000000000, 5.0000000000, 0.0163833333
           4, -0.1012397111, 0.0205454629, 0.0000000000, 0.0000000000, 0.0000000000, 0.0070158226, 0.0152188290, -0.1021762320, 0.0000000000, -4.9275945472, -5.9314454729, -5.9973870111, -5.9179417681, -5.3932716664, 0.0000000000, 5.0000000000, 5.0000000000, 0.0200166667
           5, -0.1165166238, 0.0180821830, 0.0000000000, 0.0000000000, 0.0000000000, 0.0033770725, 0.0119593931, -0.1173032901, 0.0000000000, -6.4437255125, -6.1488817360, -6.1422788957, -6.0736899903, -5.6151453749, 0.0000000000, 5.0000000000, 5.0000000000, 0.0239166667
           6, -0.1355614385, 0.0180502504, 0.0000000000, 0.0000000000, 0.0000000000, 0.0010268125, 0.0109307756, -0.1363203334, 0.0000000000, -7.5102248313, -6.3932177645, -6.2673698494, -6.1656146399, -5.8669189274, 0.0000000000, 5.0000000000, 5.0000000000, 0.0278166667
           7, -0.1540326252, 0.0183369111, 0.0000000000, 0.0000000000, 0.0000000000, -0.0016496042, 0.0102503363, -0.1547812086, 0.0000000000, -8.4001402481, -6.5330269046, -6.3066265732, -6.2079396858, -6.0070887579, 0.0000000000, 5.0000000000, 5.0000000000, 0.0319833333
           8, -0.1709662832, 0.0186941826, 0.0000000000, 0.0000000000, 0.0000000000, -0.0038477304, 0.0097208790, -0.1717103578, 0.0000000000, -9.1454270480, -6.6035860814, -6.3244992894, -6.2319624975, -6.0787721948, 0.0000000000, 5.0000000000, 5.0000000000, 0.0358833333
           9, -0.1859698018, 0.0188740913, 0.0000000000, 0.0000000000, 0.0000000000, -0.0055653011, 0.0091153176, -0.1867027302, 0.0000000000, -9.8531790744, -6.6342637432, -6.3327790357, -6.2482115337, -6.1096371031, 0.0000000000, 5.0000000000, 5.0000000000, 0.0400500000
          10, -0.1991479913, 0.0189765947, 0.0000000000, 0.0000000000, 0.0000000000, -0.0068438038, 0.0085279873, -0.1998682241, 0.0000000000, -10.4944008565, -6.6548869405, -6.3374750744, -6.2618605157, -6.1300231367, 0.0000000000, 5.0000000000, 5.0000000000, 0.0436833333
          11, -0.2105306365, 0.0189700265, 0.0000000000, 0.0000000000, 0.0000000000, -0.0077575064, 0.0079257065, -0.2112349261, 0.0000000000, -11.0980676188, -6.6685886447, -6.3409896276, -6.2745943654, -6.1432698028, 0.0000000000, 5.0000000000, 5.0000000000, 0.0478500000
          12, -0.2201823626, 0.0188263356, 0.0000000000, 0.0000000000, 0.0000000000, -0.0083410732, 0.0072770802, -0.2208659046, 0.0000000000, -11.6954444913, -6.6780095295, -6.3442193058, -6.2862914037, -6.1524859050, 0.0000000000, 5.0000000000, 5.0000000000, 0.0517500000
          13, -0.2282151508, 0.0185499183, 0.0000000000, 0.0000000000, 0.0000000000, -0.0086393854, 0.0065806381, -0.2288732175, 0.0000000000, -12.3027577491, -6.6855428436, -6.3476448833, -6.2964569732, -6.1600489396, 0.0000000000, 5.0000000000, 5.0000000000, 0.0553833333
          14, -0.2347639860, 0.0181560246, 0.0000000000, 0.0000000000, 0.0000000000, -0.0087011074, 0.0058445447, -0.2353924630, 0.0000000000, -12.9303628227, -6.6921919697, -6.3514335942, -6.3048625508, -6.1668185608, 0.0000000000, 5.0000000000, 5.0000000000, 0.0592833333
          15, -0.2399815383, 0.0176624212, 0.0000000000, 0.0000000000, 0.0000000000, -0.0085707918, 0.0050785522, -0.2405770317, 0.0000000000, -13.5871257438, -6.6980507711, -6.3555895219, -6.3115598705, -6.1727707656, 0.0000000000, 5.0000000000, 5.0000000000, 0.0631833333
          16, -0.2440401094, 0.0170885953, 0.0000000000, 0.0000000000, 0.0000000000, -0.0082929557, 0.0042931035, -0.2446000089, 0.0000000000, -14.2808759048, -6.7031721607, -6.3600283420, -6.3167123789, -6.1778866543, 0.0000000000, 5.0000000000, 5.0000000000, 0.0676000000
          17, -0.2471102554, 0.0164438222, 0.0000000000, 0.0000000000, 0.0000000000, -0.0079132089, 0.0034885350, -0.2476322025, 0.0000000000, -15.0275435950, -6.7079624600, -6.3646156025, -6.3205291756, -6.1825578673, 0.0000000000, 5.0000000000, 5.0000000000, 0.0712500000
          18, -0.2493671120, 0.0157473780, 0.0000000000, 0.0000000000, 0.0000000000, -0.0074710253, 0.0026749305, -0.2498495171, 0.0000000000, -15.8354687015, -6.7127551664, -6.3691995230, -6.3232532309, -6.1871377937, 0.0000000000, 5.0000000000, 5.0000000000, 0.0751500000
          19, -0.2509815635, 0.0150198859, 0.0000000000, 0.0000000000, 0.0000000000, -0.0070025306, 0.0018639415, -0.2514236821, 0.0000000000, -16.7099514197, -6.7178404760, -6.3736404493, -6.3251422009, -6.1919419869, 0.0000000000, 5.0000000000, 5.0000000000, 0.0790500000
          20, -0.2521140381, 0.0142796347, 0.0000000000, 0.0000000000, 0.0000000000, -0.0065384215, 0.0010654357, -0.2525158629, 0.0000000000, -17.6554963140, -6.7234167982, -6.3778245494, -6.3264438466, -6.1972005237, 0.0000000000, 5.0000000000, 5.0000000000, 0.0832000000
          21, -0.2529137618, 0.0135435794, 0.0000000000, 0.0000000000, 0.0000000000, -0.0061043788, 0.0002885348, -0.2532759684, 0.0000000000, -18.6740708647, -6.7295962684, -6.3816776432, -6.3273624418, -6.2030570166, 0.0000000000, 5.0000000000, 5.0000000000, 0.0871000000
          22, -0.2535142136, 0.0128268686, 0.0000000000, 0.0000000000, 0.0000000000, -0.0057209137, -0.0004586190, -0.2538380876, 0.0000000000, -19.7643105355, -6.7364119751, -6.3851750265, -6.3280527809, -6.2095723152, 0.0000000000, 5.0000000000, 5.0000000000, 0.0907500000
          23, -0.2540315340, 0.0121411703, 0.0000000000, 0.0000000000, 0.0000000000, -0.0054030315, -0.0011704520, -0.2543188124, 0.0000000000, -20.9231505325, -6.7438137017, -6.3883450023, -6.3286224008, -6.2167228115, 0.0000000000, 5.0000000000, 5.0000000000, 0.0946500000
          24, -0.2545635834, 0.0114987839, 0.0000000000, 0.0000000000, 0.0000000000, -0.0051601421, -0.0018398033, -0.2548165127, 0.0000000000, -22.1383048542, -6.7516712655, -6.3912597810, -6.3291385907, -6.2243985867, 0.0000000000, 5.0000000000, 5.0000000000, 0.0990666667
          25, -0.2551891042, 0.0109057169, 0.0000000000, 0.0000000000, 0.0000000000, -0.0049977082, -0.0024647948, -0.2554101376, 0.0000000000, -23.3995716293, -6.7597972391, -6.3940286208, -6.3296387535, -6.2324291147, 0.0000000000, 5.0000000000, 5.0000000000, 0.1027000000
          26, -0.2559681116, 0.0103667672, 0.0000000000, 0.0000000000, 0.0000000000, -0.0049162660, -0.0030437760, -0.2561598709, 0.0000000000, -24.6912183584, -6.7679744369, -6.3967766905, -6.3301433644, -6.2406001252, 0.0000000000, 5.0000000000, 5.0000000000, 0.1066000000
          27, -0.2569416251, 0.0098876408, 0.0000000000, 0.0000000000, 0.0000000000, -0.0049125530, -0.0035731955, -0.2571069746, 0.0000000000, -25.9861406331, -6.7759193696, -6.3996397082, -6.3306613277, -6.2486283983, 0.0000000000, 5.0000000000, 5.0000000000, 0.1105000000
          28, -0.2581326441, 0.0094690289, 0.0000000000, 0.0000000000, 0.0000000000, -0.0049804160, -0.0040535669, -0.2582744529, 0.0000000000, -27.2607304956, -6.7833940283, -6.4027369433, -6.3312039945, -6.2562615318, 0.0000000000, 5.0000000000, 5.0000000000, 0.1141500000
          29, -0.2595484689, 0.0091105925, 0.0000000000, 0.0000000000, 0.0000000000, -0.0051110710, -0.0044856106, -0.2596695783, 0.0000000000, -28.4886487519, -6.7901795517, -6.4061666785, -6.3317887159, -6.2632588390, 0.0000000000, 5.0000000000, 5.0000000000, 0.1180500000
          30, -0.2611820711, 0.0088104036, 0.0000000000, 0.0000000000, 0.0000000000, -0.0052939530, -0.0048708842, -0.2612852311, 0.0000000000, -29.6447340575, -6.7961280981, -6.4099962256, -6.3324413719, -6.2694419719, 0.0000000000, 5.0000000000, 5.0000000000, 0.1219500000
          31, -0.2630140395, 0.0085646224, 0.0000000000, 0.0000000000, 0.0000000000, -0.0055172879, -0.0052122064, -0.2631018256, 0.0000000000, -30.7093562164, -6.8011771984, -6.4142578227, -6.3331976916, -6.2747153020, 0.0000000000, 5.0000000000, 5.0000000000, 0.1255833333
          32, -0.2650153775, 0.0083687089, 0.0000000000, 0.0000000000, 0.0000000000, -0.0057687286, -0.0055125934, -0.2650901675, 0.0000000000, -31.6674150805, -6.8053591371, -6.4189478431, -6.3341016383, -6.2790792666, 0.0000000000, 5.0000000000, 5.0000000000, 0.1294833333
          33, -0.2671494441, 0.0082174719, 0.0000000000, 0.0000000000, 0.0000000000, -0.0060359022, -0.0057753115, -0.2672133943, 0.0000000000, -32.5099310029, -6.8087975224, -6.4240305005, -6.3352020274, -6.2826317121, 0.0000000000, 5.0000000000, 5.0000000000, 0.1336500000
          34, -0.2693746614, 0.0081044356, 0.0000000000, 0.0000000000, 0.0000000000, -0.0063069489, -0.0060046517, -0.2694296462, 0.0000000000, -33.2379296975, -6.8116877798, -6.4294431663, -6.3365486391, -6.2855513915, 0.0000000000, 5.0000000000, 5.0000000000, 0.1375500000
          35, -0.2716461818, 0.0080232767, 0.0000000000, 0.0000000000, 0.0000000000, -0.0065708550, -0.0062045816, -0.2716938060, 0.0000000000, -33.8572621959, -6.8142704181, -6.4351041289, -6.3381880348, -6.2880727606, 0.0000000000, 5.0000000000, 5.0000000000, 0.1411833333
          36, -0.2739185878, 0.0079673973, 0.0000000000, 0.0000000000, 0.0000000000, -0.0068178535, -0.0063793130, -0.2739601732, 0.0000000000, -34.3799333492, -6.8168036767, -6.4409228523, -6.3401595691, -6.2904571378, 0.0000000000, 5.0000000000, 5.0000000000, 0.1450833333
          37, -0.2761474542, 0.0079302571, 0.0000000000, 0.0000000000, 0.0000000000, -0.0070396560, -0.0065330521, -0.2761840413, 0.0000000000, -34.8220053044, -6.8195359494, -6.4468101836, -6.3424920531, -6.2929642799, 0.0000000000, 5.0000000000, 5.0000000000, 0.1492500000
          38, -0.2782911103, 0.0079055904, 0.0000000000, 0.0000000000, 0.0000000000, -0.0072296210, -0.0066698753, -0.2783234686, 0.0000000000, -35.2018125811, -6.8226838520, -6.4526880083, -6.3452016907, -6.2958271775, 0.0000000000, 5.0000000000, 5.0000000000, 0.1534000000
          39, -0.2803120104, 0.0078875422, 0.0000000000, 0.0000000000, 0.0000000000, -0.0073828640, -0.0067936645, -0.2803406546, 0.0000000000, -35.5385751641, -6.8264176728, -6.4584974273, -6.3482908865, -6.2992353932, 0.0000000000, 5.0000000000, 5.0000000000, 0.1573000000
          40, -0.2821778331, 0.0078708047, 0.0000000000, 0.0000000000, 0.0000000000, -0.0074962683, -0.0069080287, -0.2822030442, 0.0000000000, -35.8512051827, -6.8308523603, -6.4642043403, -6.3517484471, -6.3033239363, 0.0000000000, 5.0000000000, 5.0000000000, 0.1609500000
          41, -0.2838622747, 0.0078507119, 0.0000000000, 0.0000000000, 0.0000000000, -0.0075684428, -0.0070162508, -0.2838841259, 0.0000000000, -36.1575202246, -6.8360441946, -6.4698017008, -6.3555506254, -6.3081684440, 0.0000000000, 5.0000000000, 5.0000000000, 0.1656166667
          42, -0.2853455679, 0.0078233251, 0.0000000000, 0.0000000000, 0.0000000000, -0.0075996269, -0.0071212296, -0.2853639529, 0.0000000000, -36.4736942300, -6.8419916518, -6.4753080934, -6.3596635988, -6.3137849677, 0.0000000000, 5.0000000000, 5.0000000000, 0.1695166667
          43, -0.2866147160, 0.0077855398, 0.0000000000, 0.0000000000, 0.0000000000, -0.0075915064, -0.0072253852, -0.2866293842, 0.0000000000, -36.8137242418, -6.8486401389, -6.4807631554, -6.3640465102, -6.3201338808, 0.0000000000, 5.0000000000, 5.0000000000, 0.1731666667
          44, -0.2876634018, 0.0077349203, 0.0000000000, 0.0000000000, 0.0000000000, -0.0075470983, -0.0073308194, -0.2876739836, 0.0000000000, -37.1902220059, -6.8558896112, -6.4862206595, -6.3686553014, -6.3271270317, 0.0000000000, 5.0000000000, 5.0000000000, 0.1770666667
          45, -0.2884918173, 0.0076697979, 0.0000000000, 0.0000000000, 0.0000000000, -0.0074704806, -0.0074392085, -0.2884978555, 0.0000000000, -37.6140053315, -6.8636035678, -6.4917402169, -6.3734466119, -6.3346359349, 0.0000000000, 5.0000000000, 5.0000000000, 0.1809666667
          46, -0.2891061839, 0.0075893060, 0.0000000000, 0.0000000000, 0.0000000000, -0.0073665599, -0.0075517434, -0.2891071675, 0.0000000000, -38.0938892277, -6.8716217093, -6.4973790578, -6.3783817163, -6.3425045856, 0.0000000000, 5.0000000000, 5.0000000000, 0.1851166667
          47, -0.2895181472, 0.0074932640, 0.0000000000, 0.0000000000, 0.0000000000, -0.0072408539, -0.0076692143, -0.2895135398, 0.0000000000, -38.6371208138, -6.8797748522, -6.5031843532, -6.3834299629, -6.3505637932, 0.0000000000, 5.0000000000, 5.0000000000, 0.1890166667
          48, -0.2897440332, 0.0073821365, 0.0000000000, 0.0000000000, 0.0000000000, -0.0070992378, -0.0077920115, -0.2897333003, 0.0000000000, -39.2493465171, -6.8878987131, -6.5091874520, -6.3885712214, -6.3586451947, 0.0000000000, 5.0000000000, 5.0000000000, 0.1926666667
