"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, -0.1363932662, 0.5350852048, 0.0000000000, 0.0000000000, 0.0000000000, 0.0847594521, 0.5326233180, -0.1457110173, 0.0000000000, -0.2549000887, -4.7171752110, -5.9999174029, -7.7579959342, -4.1729384143, 0.0000000000, 5.0000000000, 5.0000000000, 0.0036333333
           1, 0.0334442145, -0.0399008772, 0.0000000000, 0.0000000000, 0.0000000000, -0.0074480234, -0.0393111181, 0.0341354871, 0.0000000000, -0.8381824372, -4.7447386242, -5.1560745580, -5.0010934858, -4.1937962333, 0.0000000000, 5.0000000000, 5.0000000000, 0.0085833333
           2, 0.0106922889, 0.0476978880, 0.0000000000, 0.0000000000, 0.0000000000, 0.0157859498, 0.0478772295, 0.0098582175, 0.0000000000, 0.2241669259, -5.2119147222, -5.4831154379, -5.2937861542, -4.6628602013, 0.0000000000, 5.0000000000, 5.0000000000, 0.0124833333
           3, 0.0139920375, 0.0160358948, 0.0000000000, 0.0000000000, 0.0000000000, 0.0016817002, 0.0162776472, 0.0137100415, 0.0000000000, 0.8725448532, -5.6052642076, -5.7906520552, -5.6779724928, -5.0688996553, 0.0000000000, 5.0000000000, 5.0000000000, 0.0166333333
           4, 0.0030533227, 0.0136079392, 0.0000000000, 0.0000000000, 0.0000000000, 0.0023049659, 0.0136591545, 0.0028153664, 0.0000000000, 0.2243780379, -5.9771541217, -6.0650410136, -6.0058818576, -5.4380104682, 0.0000000000, 5.0000000000, 5.0000000000, 0.0205333333
           5, -0.0015315911, 0.0106179147, 0.0000000000, 0.0000000000, 0.0000000000, 0.0005164387, 0.0105895676, -0.0017166660, 0.0000000000, -0.1442459397, -6.2022702448, -6.2324468865, -6.2045557311, -5.6683907652, 0.0000000000, 5.0000000000, 5.0000000000, 0.0247000000
           6, -0.0079304226, 0.0099231182, 0.0000000000, 0.0000000000, 0.0000000000, 0.0003908203, 0.0097832019, -0.0081023971, 0.0000000000, -0.7991865567, -6.4933934978, -6.4094503388, -6.3552986999, -5.9710071727, 0.0000000000, 5.0000000000, 5.0000000000, 0.0283333333
           7, -0.0145405155, 0.0096175520, 0.0000000000, 0.0000000000, 0.0000000000, -0.0003053238, 0.0093623202, -0.0147061503, 0.0000000000, -1.5118728137, -6.6815298699, -6.4775984891, -6.4295685625, -6.1604595303, 0.0000000000, 5.0000000000, 5.0000000000, 0.0322333333
           8, -0.0204649883, 0.0094881364, 0.0000000000, 0.0000000000, 0.0000000000, -0.0007756399, 0.0091295280, -0.0206274622, 0.0000000000, -2.1569028394, -6.7825700341, -6.5145860200, -6.4690393704, -6.2678276947, 0.0000000000, 5.0000000000, 5.0000000000, 0.0361333333
           9, -0.0255021473, 0.0092900822, 0.0000000000, 0.0000000000, 0.0000000000, -0.0011046883, 0.0088435934, -0.0256603975, 0.0000000000, -2.7450938333, -6.8268227726, -6.5311292860, -6.4869932334, -6.3174217511, 0.0000000000, 5.0000000000, 5.0000000000, 0.0403000000
          10, -0.0297981512, 0.0091149330, 0.0000000000, 0.0000000000, 0.0000000000, -0.0013174945, 0.0085934953, -0.0299526903, 0.0000000000, -3.2691574512, -6.8533871034, -6.5403355596, -6.4970473418, -6.3461434778, 0.0000000000, 5.0000000000, 5.0000000000, 0.0444500000
          11, -0.0334274879, 0.0089326490, 0.0000000000, 0.0000000000, 0.0000000000, -0.0014767062, 0.0083478984, -0.0335782929, 0.0000000000, -3.7421696231, -6.8680669901, -6.5465267175, -6.5051249238, -6.3603722337, 0.0000000000, 5.0000000000, 5.0000000000, 0.0483500000
          12, -0.0364352105, 0.0087154699, 0.0000000000, 0.0000000000, 0.0000000000, -0.0015948855, 0.0080782604, -0.0365817671, 0.0000000000, -4.1805216098, -6.8762876464, -6.5508659131, -6.5121358774, -6.3678356348, 0.0000000000, 5.0000000000, 5.0000000000, 0.0522500000
          13, -0.0388776919, 0.0084534846, 0.0000000000, 0.0000000000, 0.0000000000, -0.0016883685, 0.0077736878, -0.0390193042, 0.0000000000, -4.5990137304, -6.8828159816, -6.5543142256, -6.5177441687, -6.3740369837, 0.0000000000, 5.0000000000, 5.0000000000, 0.0564166667
          14, -0.0408210543, 0.0081544320, 0.0000000000, 0.0000000000, 0.0000000000, -0.0017707545, 0.0074407644, -0.0409571515, 0.0000000000, -5.0059960334, -6.8892170685, -6.5573992364, -6.5219388338, -6.3804118905, 0.0000000000, 5.0000000000, 5.0000000000, 0.0603166667
          15, -0.0423358417, 0.0078258367, 0.0000000000, 0.0000000000, 0.0000000000, -0.0018520105, 0.0070857825, -0.0424659734, 0.0000000000, -5.4097527636, -6.8956217689, -6.5603887728, -6.5250173143, -6.3868545621, 0.0000000000, 5.0000000000, 5.0000000000, 0.0642166667
          16, -0.0434940975, 0.0074705152, 0.0000000000, 0.0000000000, 0.0000000000, -0.0019402447, 0.0067103008, -0.0436178516, 0.0000000000, -5.8221014306, -6.9020078242, -6.5634392646, -6.5272772901, -6.3932131536, 0.0000000000, 5.0000000000, 5.0000000000, 0.0681166667
          17, -0.0443624917, 0.0070896788, 0.0000000000, 0.0000000000, 0.0000000000, -0.0020431708, 0.0063143667, -0.0444794670, 0.0000000000, -6.2573345293, -6.9086110803, -6.5666585242, -6.5289439017, -6.3997101513, 0.0000000000, 5.0000000000, 5.0000000000, 0.0720166667
          18, -0.0450083295, 0.0066909808, 0.0000000000, 0.0000000000, 0.0000000000, -0.0021654834, 0.0059044581, -0.0451182482, 0.0000000000, -6.7267162560, -6.9155239312, -6.5701112645, -6.5302150292, -6.4064531374, 0.0000000000, 5.0000000000, 5.0000000000, 0.0759166667
          19, -0.0454923622, 0.0062826439, 0.0000000000, 0.0000000000, 0.0000000000, -0.0023099598, 0.0054877358, -0.0455950808, 0.0000000000, -7.2409582607, -6.9227594192, -6.5738196832, -6.5312783535, -6.4134732955, 0.0000000000, 5.0000000000, 5.0000000000, 0.0795500000
          20, -0.0458702575, 0.0058729856, 0.0000000000, 0.0000000000, 0.0000000000, -0.0024773606, 0.0050715447, -0.0459657690, 0.0000000000, -7.8103814550, -6.9302471140, -6.5777656384, -6.5322972827, -6.4207177085, 0.0000000000, 5.0000000000, 5.0000000000, 0.0834500000
          21, -0.0461912578, 0.0054705589, 0.0000000000, 0.0000000000, 0.0000000000, -0.0026667368, 0.0046635771, -0.0462796971, 0.0000000000, -8.4436084727, -6.9378817143, -6.5819101811, -6.5333929631, -6.4280943262, 0.0000000000, 5.0000000000, 5.0000000000, 0.0873500000
          22, -0.0464966899, 0.0050804059, 0.0000000000, 0.0000000000, 0.0000000000, -0.0028760243, 0.0042681530, -0.0465782735, 0.0000000000, -9.1521604340, -6.9455316599, -6.5862035891, -6.5346415794, -6.4354806249, 0.0000000000, 5.0000000000, 5.0000000000, 0.0915166667
          23, -0.0468214521, 0.0047096175, 0.0000000000, 0.0000000000, 0.0000000000, -0.0031016280, 0.0038917531, -0.0468965151, 0.0000000000, -9.9416677659, -6.9530340494, -6.5905876782, -6.5360797442, -6.4427239526, 0.0000000000, 5.0000000000, 5.0000000000, 0.0954166667
          24, -0.0471927194, 0.0043639897, 0.0000000000, 0.0000000000, 0.0000000000, -0.0033392006, 0.0035396985, -0.0472616938, 0.0000000000, -10.8141225103, -6.9602241412, -6.5950057756, -6.5377064222, -6.4496616986, 0.0000000000, 5.0000000000, 5.0000000000, 0.0993166667
          25, -0.0476305043, 0.0040484076, 0.0000000000, 0.0000000000, 0.0000000000, -0.0035837143, 0.0032165241, -0.0476939044, 0.0000000000, -11.7652441943, -6.9669463736, -6.5994031520, -6.5394948432, -6.4561398713, 0.0000000000, 5.0000000000, 5.0000000000, 0.1029500000
          26, -0.0481466986, 0.0037647147, 0.0000000000, 0.0000000000, 0.0000000000, -0.0038301040, 0.0029238656, -0.0482050690, 0.0000000000, -12.7889368317, -6.9730699989, -6.6037333677, -6.5413997028, -6.4620254342, 0.0000000000, 5.0000000000, 5.0000000000, 0.1068500000
          27, -0.0487468237, 0.0035149867, 0.0000000000, 0.0000000000, 0.0000000000, -0.0040729924, 0.0026637019, -0.0488007443, 0.0000000000, -13.8682812823, -6.9785182046, -6.6079594413, -6.5433672236, -6.4672369455, 0.0000000000, 5.0000000000, 5.0000000000, 0.1107500000
          28, -0.0494313464, 0.0033011520, 0.0000000000, 0.0000000000, 0.0000000000, -0.0043070843, 0.0024379532, -0.0494814308, 0.0000000000, -14.9739687661, -6.9832589202, -6.6120552945, -6.5453413599, -6.4717328617, 0.0000000000, 5.0000000000, 5.0000000000, 0.1146500000
          29, -0.0501951721, 0.0031234641, 0.0000000000, 0.0000000000, 0.0000000000, -0.0045276229, 0.0022469619, -0.0502420391, 0.0000000000, -16.0703533354, -6.9873261173, -6.6160076587, -6.5472708445, -6.4755377744, 0.0000000000, 5.0000000000, 5.0000000000, 0.1185500000
          30, -0.0510289741, 0.0029811961, 0.0000000000, 0.0000000000, 0.0000000000, -0.0047303308, 0.0020901636, -0.0510732312, 0.0000000000, -17.1169466487, -6.9908086243, -6.6198144652, -6.5491171562, -6.4787343588, 0.0000000000, 5.0000000000, 5.0000000000, 0.1222000000
          31, -0.0519200884, 0.0028729572, 0.0000000000, 0.0000000000, 0.0000000000, -0.0049116056, 0.0019663892, -0.0519623207, 0.0000000000, -18.0720018826, -6.9938433524, -6.6234852488, -6.5508578047, -6.4814553334, 0.0000000000, 5.0000000000, 5.0000000000, 0.1263500000
          32, -0.0528534649, 0.0027966505, 0.0000000000, 0.0000000000, 0.0000000000, -0.0050686405, 0.0018738044, -0.0528942234, 0.0000000000, -18.8988452337, -6.9966026702, -6.6270399086, -6.5524884584, -6.4838720815, 0.0000000000, 5.0000000000, 5.0000000000, 0.1300000000
          33, -0.0538125184, 0.0027495863, 0.0000000000, 0.0000000000, 0.0000000000, -0.0051994560, 0.0018100096, -0.0538523094, 0.0000000000, -19.5711324231, -6.9992767366, -6.6305080285, -6.5540234021, -6.4861778615, 0.0000000000, 5.0000000000, 5.0000000000, 0.1339000000
          34, -0.0547800025, 0.0027286088, 0.0000000000, 0.0000000000, 0.0000000000, -0.0053029260, 0.0017721503, -0.0548192801, 0.0000000000, -20.0761658332, -7.0020569481, -6.6339274761, -6.5554939066, -6.4885707080, 0.0000000000, 5.0000000000, 5.0000000000, 0.1378000000
          35, -0.0557388199, 0.0027302596, 0.0000000000, 0.0000000000, 0.0000000000, -0.0053787754, 0.0017570672, -0.0557779802, 0.0000000000, -20.4152088113, -7.0051209451, -6.6373429940, -6.5569450171, -6.4912374382, 0.0000000000, 5.0000000000, 5.0000000000, 0.1417000000
          36, -0.0566724556, 0.0027507647, 0.0000000000, 0.0000000000, 0.0000000000, -0.0054275439, 0.0017612750, -0.0567118316, 0.0000000000, -20.6024367252, -7.0086209350, -6.6408044928, -6.5584315516, -6.4943413418, 0.0000000000, 5.0000000000, 5.0000000000, 0.1456000000
          37, -0.0575659513, 0.0027863294, 0.0000000000, 0.0000000000, 0.0000000000, -0.0054504913, 0.0017812406, -0.0576058118, 0.0000000000, -20.6601388044, -7.0126751825, -6.6443651289, -6.5600137424, -6.4980122781, 0.0000000000, 5.0000000000, 5.0000000000, 0.1495000000
          38, -0.0584058577, 0.0028330644, 0.0000000000, 0.0000000000, 0.0000000000, -0.0054495814, 0.0018133102, -0.0584464060, 0.0000000000, -20.6157886391, -7.0173617422, -6.6480792033, -6.5617526732, -6.5023400871, 0.0000000000, 5.0000000000, 5.0000000000, 0.1534000000
          39, -0.0591810213, 0.0028871525, 0.0000000000, 0.0000000000, 0.0000000000, -0.0054272826, 0.0018538616, -0.0592223955, 0.0000000000, -20.4980583202, -7.0227146217, -6.6519998356, -6.5637064235, -6.5073690393, 0.0000000000, 5.0000000000, 5.0000000000, 0.1575500000
          40, -0.0598825520, 0.0029450375, 0.0000000000, 0.0000000000, 0.0000000000, -0.0053865307, 0.0018994943, -0.0599248296, 0.0000000000, -20.3333752440, -7.0287246305, -6.6561763460, -6.5659267615, -6.5130991086, 0.0000000000, 5.0000000000, 5.0000000000, 0.1614500000
          41, -0.0605039832, 0.0030033590, 0.0000000000, 0.0000000000, 0.0000000000, -0.0053305744, 0.0019469614, -0.0605471840, 0.0000000000, -20.1454383928, -7.0353390245, -6.6606517643, -6.5684565675, -6.5194839951, 0.0000000000, 5.0000000000, 5.0000000000, 0.1656166667
          42, -0.0610413141, 0.0030590962, 0.0000000000, 0.0000000000, 0.0000000000, -0.0052628558, 0.0019933125, -0.0610854058, 0.0000000000, -19.9540352342, -7.0424654496, -6.6654603233, -6.5713281737, -6.5264347980, 0.0000000000, 5.0000000000, 5.0000000000, 0.1695166667
          43, -0.0614928945, 0.0031095532, 0.0000000000, 0.0000000000, 0.0000000000, -0.0051869036, 0.0020358807, -0.0615377980, 0.0000000000, -19.7754756455, -7.0499778852, -6.6706252181, -6.5745624276, -6.5338254347, 0.0000000000, 5.0000000000, 5.0000000000, 0.1734166667
          44, -0.0618593482, 0.0031524829, 0.0000000000, 0.0000000000, 0.0000000000, -0.0051061960, 0.0020724083, -0.0619049452, 0.0000000000, -19.6224215609, -7.0577247875, -6.6761566856, -6.5781682932, -6.5415005163, 0.0000000000, 5.0000000000, 5.0000000000, 0.1770500000
          45, -0.0621433087, 0.0031860601, 0.0000000000, 0.0000000000, 0.0000000000, -0.0050240809, 0.0021010245, -0.0621894484, 0.0000000000, -19.5047511333, -7.0655402066, -6.6820506834, -6.5821431963, -6.5492862642, 0.0000000000, 5.0000000000, 5.0000000000, 0.1809500000
          46, -0.0623492224, 0.0032089185, 0.0000000000, 0.0000000000, 0.0000000000, -0.0049436629, 0.0021202858, -0.0623957296, 0.0000000000, -19.4299801828, -7.0732567255, -6.6882881240, -6.5864736809, -6.5570038630, 0.0000000000, 5.0000000000, 5.0000000000, 0.1846000000
          47, -0.0624830114, 0.0032201283, 0.0000000000, 0.0000000000, 0.0000000000, -0.0048677394, 0.0021291589, -0.0625296939, 0.0000000000, -19.4038889752, -7.0807207848, -6.6948349750, -6.5911363396, -6.5644854073, 0.0000000000, 5.0000000000, 5.0000000000, 0.1885000000
          48, -0.0625518097, 0.0032192077, 0.0000000000, 0.0000000000, 0.0000000000, -0.0047987291, 0.0021270378, -0.0625984657, 0.0000000000, -19.4308091072, -7.0878071990, -6.7016432470, -6.5960992122, -6.5715897214, 0.0000000000, 5.0000000000, 5.0000000000, 0.1924000000
          49, -0.0625636575, 0.0032060951, 0.0000000000, 0.0000000000, 0.0000000000, -0.0047386298, 0.0021137204, -0.0626100828, 0.0000000000, -19.5139743640, -7.0944318565, -6.7086528718, -6.6013233827, -6.5782166730, 0.0000000000, 5.0000000000, 5.0000000000, 0.1960333333
          50, -0.0625271887, 0.0031811158, 0.0000000000, 0.0000000000, 0.0000000000, -0.0046889931, 0.0020893814, -0.0625731837, 0.0000000000, -19.6557411165, -7.1005608200, -6.7157946304, -6.6067648284, -6.5843179453, 0.0000000000, 5.0000000000, 5.0000000000, 0.1999333333
