"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, 1.5944540272, 0.7941691846, 0.0000000000, 0.0000000000, 0.0000000000, 0.4227238454, 0.5052299340, 1.7081367195, 0.0000000000, 2.0077006992, -4.4152633893, -5.7045879720, -6.4582692010, -3.8710265926, 0.0000000000, 5.0000000000, 5.0000000000, 0.0039000000
           1, 0.4664111944, 0.0354265959, 0.0000000000, 0.0000000000, 0.0000000000, -0.0305302279, -0.0461030676, 0.4654771242, 0.0000000000, 13.1655662084, -4.4177092889, -4.8925380415, -4.6509162229, -3.8678583198, 0.0000000000, 5.0000000000, 5.0000000000, 0.0091000000
           2, 0.5422154603, 0.1197104289, 0.0000000000, 0.0000000000, 0.0000000000, -0.0149814602, 0.0237370319, 0.5547654869, 0.0000000000, 4.5293920126, -4.8630447351, -5.2040644709, -4.9109704286, -4.3143829290, 0.0000000000, 5.0000000000, 5.0000000000, 0.0130000000
           3, 0.5031094865, 0.0782360140, 0.0000000000, 0.0000000000, 0.0000000000, -0.0387233286, -0.0103166124, 0.5090516641, 0.0000000000, 6.4306635907, -5.2917476992, -5.4672960005, -5.2976872048, -4.7556388710, 0.0000000000, 5.0000000000, 5.0000000000, 0.0174166667
           4, 0.5595497587, 0.0815946939, 0.0000000000, 0.0000000000, 0.0000000000, -0.0235416857, -0.0168097088, 0.5652177105, 0.0000000000, 6.8576733612, -5.6472703443, -5.6870862799, -5.5645396186, -5.1057082872, 0.0000000000, 5.0000000000, 5.0000000000, 0.0213166667
           5, 0.6112942886, 0.0845885877, 0.0000000000, 0.0000000000, 0.0000000000, -0.0153012434, -0.0228466423, 0.6166960089, 0.0000000000, 7.2266756722, -5.8327873294, -5.7735013002, -5.6650404282, -5.2956821372, 0.0000000000, 5.0000000000, 5.0000000000, 0.0249500000
           6, 0.6720001726, 0.0911575176, 0.0000000000, 0.0000000000, 0.0000000000, -0.0032779967, -0.0269189753, 0.6776203168, 0.0000000000, 7.3718568758, -6.0108692154, -5.8234025508, -5.7164339564, -5.4810722568, 0.0000000000, 5.0000000000, 5.0000000000, 0.0288500000
           7, 0.7284013998, 0.0971167347, 0.0000000000, 0.0000000000, 0.0000000000, 0.0070055906, -0.0308442624, 0.7341994898, 0.0000000000, 7.5002665802, -6.0752285021, -5.8344832900, -5.7344542284, -5.5434915536, 0.0000000000, 5.0000000000, 5.0000000000, 0.0330166667
           8, 0.7810562736, 0.1023387479, 0.0000000000, 0.0000000000, 0.0000000000, 0.0162525285, -0.0348450062, 0.7869612108, 0.0000000000, 7.6320679080, -6.1139994041, -5.8353568682, -5.7459299601, -5.5818672227, 0.0000000000, 5.0000000000, 5.0000000000, 0.0371666667
           9, 0.8290694430, 0.1063633244, 0.0000000000, 0.0000000000, 0.0000000000, 0.0238804017, -0.0392189714, 0.8349438127, 0.0000000000, 7.7946928360, -6.1316249086, -5.8341707943, -5.7562348833, -5.5982511228, 0.0000000000, 5.0000000000, 5.0000000000, 0.0408166667
          10, 0.8720694790, 0.1092459026, 0.0000000000, 0.0000000000, 0.0000000000, 0.0299557817, -0.0438470640, 0.8777911360, 0.0000000000, 7.9826287164, -6.1430638055, -5.8331491983, -5.7663862848, -5.6088557048, 0.0000000000, 5.0000000000, 5.0000000000, 0.0447166667
          11, 0.9097110679, 0.1109532165, 0.0000000000, 0.0000000000, 0.0000000000, 0.0344718098, -0.0487020813, 0.9151573365, 0.0000000000, 8.1990508829, -6.1535186441, -5.8332351617, -5.7762658967, -5.6189273215, 0.0000000000, 5.0000000000, 5.0000000000, 0.0488666667
          12, 0.9420569548, 0.1115110923, 0.0000000000, 0.0000000000, 0.0000000000, 0.0375266877, -0.0537694852, 0.9471086909, 0.0000000000, 8.4481008606, -6.1630142621, -5.8347929573, -5.7856582140, -5.6283188193, 0.0000000000, 5.0000000000, 5.0000000000, 0.0527666667
          13, 0.9693104748, 0.1109816575, 0.0000000000, 0.0000000000, 0.0000000000, 0.0392443828, -0.0590234008, 0.9738562333, 0.0000000000, 8.7339700694, -6.1709768625, -5.8376820114, -5.7942429309, -5.6363116997, 0.0000000000, 5.0000000000, 5.0000000000, 0.0566666667
