"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","Time(min)"
           0, 30.0895735258, 11.2686528215, 0.0000000000, 0.0000000000, 0.0000000000, 10.4213527743, 4.2111566904, 31.8532750390, 0.0000000000, 2.6702014875, -1.9410301914, -0.7761881609, -1.4128240607, 3.5207948839, 0.0000000000, 5.0000000000, 0.0051567056
           1, 2.5668443424, 0.7630461844, 0.0000000000, 0.0000000000, 0.0000000000, 1.0267617343, 0.1660750189, 2.6727043319, 0.0000000000, 3.3639436184, -1.8024487718, 0.0361859305, 0.3473857943, 3.6606555532, 0.0000000000, 5.0000000000, 0.0103412921
           2, 18.0492377636, 5.2837632172, 0.0000000000, 0.0000000000, 0.0000000000, 5.9587837200, 1.0881456432, 18.7752250756, 0.0000000000, 3.4159815688, -1.9707608876, 0.2018765987, 0.3922861403, 3.4943509440, 0.0000000000, 5.0000000000, 0.0156710134
           3, -0.7806336879, -0.7825244024, 0.0000000000, 0.0000000000, 0.0000000000, -1.0383457713, -0.5868639816, -0.9366557864, 0.0000000000, 0.9975838267, -2.1660101757, 0.2347224730, 0.3023518158, 3.2991934959, 0.0000000000, 5.0000000000, 0.0215430804
           4, -1.1995325483, -0.8330840618, 0.0000000000, 0.0000000000, 0.0000000000, -0.8604093976, -0.5418960599, -1.3561917448, 0.0000000000, 1.4398697601, -2.2108761984, 0.2222416266, 0.2260712077, 3.2568027393, 0.0000000000, 5.0000000000, 0.0270099900
           5, -6.5382477088, -2.0906728993, 0.0000000000, 0.0000000000, 0.0000000000, -2.8024469240, -0.5663033726, -6.8409719166, 0.0000000000, 3.1273413029, -2.2056260456, 0.2007531487, 0.2083127522, 3.2652205878, 0.0000000000, 5.0000000000, 0.0328122904
           6, -8.0909579189, -2.1947868943, 0.0000000000, 0.0000000000, 0.0000000000, -2.7484113810, -0.3184651339, -8.3773068175, 0.0000000000, 3.6864435175, -2.1653906842, 0.2266223168, 0.2359886461, 3.3047639290, 0.0000000000, 5.0000000000, 0.0383095825
           7, -5.4207920425, -1.3989764195, 0.0000000000, 0.0000000000, 0.0000000000, -1.6712341242, -0.1437078591, -5.5965587142, 0.0000000000, 3.8748273145, -2.1530637384, 0.2719207510, 0.2741894351, 3.3152519239, 0.0000000000, 5.0000000000, 0.0433664099
           8, -2.1491846252, -0.5182442206, 0.0000000000, 0.0000000000, 0.0000000000, -0.4726661150, -0.0215003073, -2.2106807463, 0.0000000000, 4.1470498656, -2.1416995015, 0.2984341992, 0.3052795523, 3.3256304630, 0.0000000000, 5.0000000000, 0.0487736591
           9, 2.2182288185, 0.5404292128, 0.0000000000, 0.0000000000, 0.0000000000, 0.7966221727, 0.0275851356, 2.2829458788, 0.0000000000, 4.1045686762, -2.1346668613, 0.2811854669, 0.3027692588, 3.3312832490, 0.0000000000, 5.0000000000, 0.0538927624
          10, 4.9009634698, 1.2138592829, 0.0000000000, 0.0000000000, 0.0000000000, 1.3373812850, 0.0802712483, 5.0484110190, 0.0000000000, 4.0375054495, -2.1488210537, 0.2405431104, 0.2671260644, 3.3185392798, 0.0000000000, 5.0000000000, 0.0591853163
          11, 5.4060016028, 1.3784152914, 0.0000000000, 0.0000000000, 0.0000000000, 1.2782447050, 0.1270008365, 5.5775221051, 0.0000000000, 3.9218961343, -2.1508413128, 0.2163739649, 0.2384185813, 3.3193243056, 0.0000000000, 5.0000000000, 0.0644408596
          12, 3.9590526913, 1.0252304731, 0.0000000000, 0.0000000000, 0.0000000000, 0.7823038701, 0.1083608054, 4.0882091032, 0.0000000000, 3.8616221378, -2.1693784322, 0.2292612062, 0.2529860631, 3.2979738854, 0.0000000000, 5.0000000000, 0.0711006059
          13, 1.4627895894, 0.3761771074, 0.0000000000, 0.0000000000, 0.0000000000, 0.1577412352, 0.0374796521, 1.5099198239, 0.0000000000, 3.8885662110, -2.2391545632, 0.2268519924, 0.2465429510, 3.2220440549, 0.0000000000, 5.0000000000, 0.0768599517
          14, -0.8300782369, -0.2687680955, 0.0000000000, 0.0000000000, 0.0000000000, -0.3729493258, -0.0751526121, -0.8692630519, 0.0000000000, 3.0884552545, -2.3040209248, 0.1419886294, 0.1551795317, 3.1599244637, 0.0000000000, 5.0000000000, 0.0825476210
          15, -2.1688937090, -0.6681326571, 0.0000000000, 0.0000000000, 0.0000000000, -0.7166042294, -0.1631135338, -2.2636022495, 0.0000000000, 3.2462022114, -2.3112145740, -0.0026821229, 0.0151832495, 3.1611405719, 0.0000000000, 5.0000000000, 0.0878772426
          16, -2.3490205877, -0.7306427878, 0.0000000000, 0.0000000000, 0.0000000000, -0.8251534051, -0.1835018027, -2.4531742077, 0.0000000000, 3.2150055085, -2.3340237502, 0.0008995469, 0.0248105661, 3.1371996110, 0.0000000000, 5.0000000000, 0.0938756576
          17, -1.5330407319, -0.4906000454, 0.0000000000, 0.0000000000, 0.0000000000, -0.6657888453, -0.1331668691, -1.6041099947, 0.0000000000, 3.1248279452, -2.4093526100, 0.0708974541, 0.0857076785, 3.0539482572, 0.0000000000, 5.0000000000, 0.0995040086
          18, -0.1336830865, -0.0836319798, 0.0000000000, 0.0000000000, 0.0000000000, -0.2793791465, -0.0514163464, -0.1490698997, 0.0000000000, 1.5984685135, -2.4888689111, 0.0457999809, 0.0554073166, 2.9709349359, 0.0000000000, 5.0000000000, 0.1045674784
          19, 1.3620828571, 0.3250455807, 0.0000000000, 0.0000000000, 0.0000000000, 0.1993063189, 0.0103127087, 1.4002921078, 0.0000000000, 4.1904364739, -2.5098312145, -0.0849470170, -0.0681190687, 2.9588734626, 0.0000000000, 5.0000000000, 0.1100448718
          20, 2.4459607507, 0.5913924179, 0.0000000000, 0.0000000000, 0.0000000000, 0.5690216779, 0.0260136188, 2.5163052830, 0.0000000000, 4.1359352548, -2.5145119117, -0.2391020678, -0.1969074618, 2.9598781039, 0.0000000000, 5.0000000000, 0.1156202761
          21, 2.7339667300, 0.6334463658, 0.0000000000, 0.0000000000, 0.0000000000, 0.6664124061, 0.0022024780, 2.8063897677, 0.0000000000, 4.3160192839, -2.5516166458, -0.2031625704, -0.1736197599, 2.9203534969, 0.0000000000, 5.0000000000, 0.1215208441
          22, 2.1353277559, 0.4561937199, 0.0000000000, 0.0000000000, 0.0000000000, 0.4584809014, -0.0358427256, 2.1832207021, 0.0000000000, 4.6807478111, -2.6167323395, -0.1306094282, -0.1217165168, 2.8483278063, 0.0000000000, 5.0000000000, 0.1275022468
          23, 0.9177863596, 0.1438234954, 0.0000000000, 0.0000000000, 0.0000000000, 0.0576057491, -0.0663197008, 0.9266168016, 0.0000000000, 6.3813381628, -2.6787732119, -0.1483174141, -0.1445991151, 2.7832911673, 0.0000000000, 5.0000000000, 0.1331258940
          24, -0.3799278335, -0.1719221364, 0.0000000000, 0.0000000000, 0.0000000000, -0.3407749996, -0.0820506165, -0.4088643736, 0.0000000000, 2.2098831563, -2.7162833233, -0.2642142838, -0.2500612889, 2.7516032974, 0.0000000000, 5.0000000000, 0.1382760712
          25, -1.1934731561, -0.3649026760, 0.0000000000, 0.0000000000, 0.0000000000, -0.5620556083, -0.0870771993, -1.2449697582, 0.0000000000, 3.2706615616, -2.7458778081, -0.4362614966, -0.3920710011, 2.7277406619, 0.0000000000, 5.0000000000, 0.1433663172
          26, -1.1945172504, -0.3646830056, 0.0000000000, 0.0000000000, 0.0000000000, -0.5300935177, -0.0866282889, -1.2459376772, 0.0000000000, 3.2754946952, -2.7972262486, -0.4681775662, -0.4252088109, 2.6753095300, 0.0000000000, 5.0000000000, 0.1486725693
          27, -0.4325283318, -0.1826931773, 0.0000000000, 0.0000000000, 0.0000000000, -0.2863839582, -0.0807130588, -0.4625396816, 0.0000000000, 2.3675122309, -2.8777784175, -0.4085328098, -0.3892405896, 2.5879080179, 0.0000000000, 5.0000000000, 0.1540464568
          28, 0.7130192766, 0.0967567523, 0.0000000000, 0.0000000000, 0.0000000000, 0.0467872602, -0.0661175550, 0.7165101722, 0.0000000000, 7.3691939779, -2.9549819132, -0.4301167053, -0.4184886138, 2.5065756489, 0.0000000000, 5.0000000000, 0.1605314270
          29, 1.7338638707, 0.3560106744, 0.0000000000, 0.0000000000, 0.0000000000, 0.3300735197, -0.0431483619, 1.7695100286, 0.0000000000, 4.8702581001, -2.9907840732, -0.5475755177, -0.5350410696, 2.4768692361, 0.0000000000, 5.0000000000, 0.1668516416
          30, 2.2305394924, 0.4947146016, 0.0000000000, 0.0000000000, 0.0000000000, 0.4634927551, -0.0197271122, 2.2846574809, 0.0000000000, 4.5087399591, -3.0182738604, -0.6707615511, -0.6711268343, 2.4545354447, 0.0000000000, 5.0000000000, 0.1719070151
          31, 2.0701080327, 0.4694508672, 0.0000000000, 0.0000000000, 0.0000000000, 0.4164215910, -0.0082541126, 2.1226547654, 0.0000000000, 4.4096372530, -3.0851244451, -0.6471595246, -0.6793354923, 2.3847018482, 0.0000000000, 5.0000000000, 0.1770700352
          32, 1.4041032291, 0.3063914472, 0.0000000000, 0.0000000000, 0.0000000000, 0.2277724618, -0.0173158476, 1.4370392334, 0.0000000000, 4.5827102620, -3.1829226727, -0.6151939678, -0.6572952079, 2.2777858784, 0.0000000000, 5.0000000000, 0.1821732381
          33, 0.5631701054, 0.0838986665, 0.0000000000, 0.0000000000, 0.0000000000, -0.0166933604, -0.0449373599, 0.5676091855, 0.0000000000, 6.7125036560, -3.2291233851, -0.6754078744, -0.7118158147, 2.2326658188, 0.0000000000, 5.0000000000, 0.1871467149
          34, -0.1035705850, -0.1049029351, 0.0000000000, 0.0000000000, 0.0000000000, -0.2197931575, -0.0789159674, -0.1245141034, 0.0000000000, 0.9872992096, -3.2070023962, -0.8171255231, -0.8115071480, 2.2649427426, 0.0000000000, 5.0000000000, 0.1922502742
          35, -0.3675569299, -0.1916339317, 0.0000000000, 0.0000000000, 0.0000000000, -0.3095045295, -0.1040400476, -0.4012447246, 0.0000000000, 1.9180159094, -3.2058017922, -0.8848597049, -0.8109989562, 2.2679776697, 0.0000000000, 5.0000000000, 0.1973243347
          36, -0.1871775080, -0.1567910987, 0.0000000000, 0.0000000000, 0.0000000000, -0.2640023791, -0.1106667752, -0.2176504836, 0.0000000000, 1.1938018775, -3.2551874639, -0.8132369074, -0.7414522051, 2.2117842630, 0.0000000000, 5.0000000000, 0.2023726524
          37, 0.3085377776, -0.0302913328, 0.0000000000, 0.0000000000, 0.0000000000, -0.1157392808, -0.0989208663, 0.2938159071, 0.0000000000, -10.1856785130, -3.3145542624, -0.7872361285, -0.7297050798, 2.1441174978, 0.0000000000, 5.0000000000, 0.2073942295
          38, 0.8958025095, 0.1280738713, 0.0000000000, 0.0000000000, 0.0000000000, 0.0668090732, -0.0767203727, 0.9016535016, 0.0000000000, 6.9944204896, -3.3125654199, -0.8360696575, -0.7923737116, 2.1511973681, 0.0000000000, 5.0000000000, 0.2132033221
          39, 1.3525122601, 0.2564915271, 0.0000000000, 0.0000000000, 0.0000000000, 0.2107389439, -0.0543313931, 1.3755454979, 0.0000000000, 5.2731264678, -3.2737535406, -0.8769071967, -0.8698892689, 2.1977119433, 0.0000000000, 5.0000000000, 0.2185234290
          40, 1.5381010552, 0.3145329740, 0.0000000000, 0.0000000000, 0.0000000000, 0.2687711698, -0.0395259398, 1.5694341489, 0.0000000000, 4.8901106791, -3.2632032498, -0.8226453161, -0.8567311506, 2.2079373973, 0.0000000000, 5.0000000000, 0.2237272015
          41, 1.4320300167, 0.2940427485, 0.0000000000, 0.0000000000, 0.0000000000, 0.2344783206, -0.0356302101, 1.4614724064, 0.0000000000, 4.8701422624, -3.2942041688, -0.7630371500, -0.8111093438, 2.1708274782, 0.0000000000, 5.0000000000, 0.2297175130
          42, 1.1236047314, 0.2161865605, 0.0000000000, 0.0000000000, 0.0000000000, 0.1379743159, -0.0421103560, 1.1434382097, 0.0000000000, 5.1973847435, -3.3364638602, -0.7672682743, -0.8204920770, 2.1243726480, 0.0000000000, 5.0000000000, 0.2352715220
          43, 0.7632173987, 0.1187439916, 0.0000000000, 0.0000000000, 0.0000000000, 0.0273447316, -0.0559859678, 0.7703677724, 0.0000000000, 6.4274190929, -3.3445734135, -0.8339139945, -0.8800928054, 2.1216902591, 0.0000000000, 5.0000000000, 0.2404607126
          44, 0.4975413471, 0.0400474598, 0.0000000000, 0.0000000000, 0.0000000000, -0.0533755528, -0.0729014046, 0.4937981129, 0.0000000000, 12.4237929230, -3.3281592303, -0.8994678524, -0.9037036419, 2.1435668978, 0.0000000000, 5.0000000000, 0.2459534790
          45, 0.4147540705, 0.0055265124, 0.0000000000, 0.0000000000, 0.0000000000, -0.0798559965, -0.0879144972, 0.4053671454, 0.0000000000, 75.0480660156, -3.3308953324, -0.8816541911, -0.8500534806, 2.1388241993, 0.0000000000, 5.0000000000, 0.2532366552
          46, 0.5194569092, 0.0207982910, 0.0000000000, 0.0000000000, 0.0000000000, -0.0522028226, -0.0965871473, 0.5108218597, 0.0000000000, 24.9759419709, -3.3662598226, -0.8440278347, -0.8117165948, 2.0965824113, 0.0000000000, 5.0000000000, 0.2597209126
          47, 0.7432875948, 0.0725440091, 0.0000000000, 0.0000000000, 0.0000000000, 0.0100893183, -0.0965186173, 0.7405560333, 0.0000000000, 10.2460231297, -3.4098156570, -0.8593546036, -0.8392741051, 2.0494988204, 0.0000000000, 5.0000000000, 0.2658365458
          48, 0.9825309412, 0.1359233345, 0.0000000000, 0.0000000000, 0.0000000000, 0.0786980442, -0.0885817429, 0.9879248342, 0.0000000000, 7.2285670813, -3.4239999722, -0.9259576748, -0.9300921989, 2.0415200974, 0.0000000000, 5.0000000000, 0.2715634993
          49, 1.1441095882, 0.1852474174, 0.0000000000, 0.0000000000, 0.0000000000, 0.1277726602, -0.0768691201, 1.1564577354, 0.0000000000, 6.1761162688, -3.4168876992, -0.9670735200, -1.0142638654, 2.0545119837, 0.0000000000, 5.0000000000, 0.2766894233
