"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","Time(min)"
           0, 1.1806110442, 4.5022107666, 0.0000000000, 0.0000000000, 0.0000000000, 2.6437798578, 4.5022107666, 1.1806110442, 0.0000000000, 0.2622291815, -2.1980812672, -1.0219631695, -11.3166851219, 3.2637438082, 0.0000000000, 5.0000000000, 0.0034547494
           1, -0.3691232455, -0.0928455073, 0.0000000000, 0.0000000000, 0.0000000000, 0.2177663035, -0.0928455073, -0.3691232455, 0.0000000000, 3.9756715874, -2.0943692432, -0.1038762137, 0.0714508462, 3.3707528957, 0.0000000000, 5.0000000000, 0.0070601072
           2, 1.6863850491, 0.8079883480, 0.0000000000, 0.0000000000, 0.0000000000, 1.2540009435, 0.8079883480, 1.6863850491, 0.0000000000, 2.0871403075, -2.2992887306, -0.0178679501, 0.0553911843, 3.1661228516, 0.0000000000, 5.0000000000, 0.0105034748
           3, 0.3754998729, -0.6590643627, 0.0000000000, 0.0000000000, 0.0000000000, -0.4763424240, -0.6590643627, 0.3754998729, 0.0000000000, -0.5697468929, -2.4889099604, -0.0742095170, -0.0421983538, 2.9774821099, 0.0000000000, 5.0000000000, 0.0139075154
           4, 1.3175951268, -0.6986878251, 0.0000000000, 0.0000000000, 0.0000000000, -0.0920044545, -0.6986878251, 1.3175951268, 0.0000000000, -1.8858137777, -2.5101423215, -0.1173068194, -0.1032917969, 2.9603364941, 0.0000000000, 5.0000000000, 0.0176793250
           5, -0.2117035484, -0.3618149295, 0.0000000000, 0.0000000000, 0.0000000000, -0.5309870599, -0.3618149295, -0.2117035484, 0.0000000000, 0.5851155692, -2.5227401043, -0.1284082229, -0.1392516903, 2.9456131003, 0.0000000000, 5.0000000000, 0.0212019879
           6, -0.5277200804, -0.0587000378, 0.0000000000, 0.0000000000, 0.0000000000, -0.2365868386, -0.0587000378, -0.5277200804, 0.0000000000, 8.9901148336, -2.5157304315, -0.1008332581, -0.1067065604, 2.9523161173, 0.0000000000, 5.0000000000, 0.0247786309
           7, -0.9807659647, 0.1971809661, 0.0000000000, 0.0000000000, 0.0000000000, -0.0959825865, 0.1971809661, -0.9807659647, 0.0000000000, -4.9739383285, -2.5119787214, -0.0897926414, -0.0949674950, 2.9572515546, 0.0000000000, 5.0000000000, 0.0283569345
           8, -0.6206314954, 0.1796371511, 0.0000000000, 0.0000000000, 0.0000000000, 0.0727308542, 0.1796371511, -0.6206314954, 0.0000000000, -3.4549172686, -2.5122096499, -0.0792272405, -0.0914702455, 2.9549477207, 0.0000000000, 5.0000000000, 0.0317667266
           9, 0.0347827533, 0.0725887227, 0.0000000000, 0.0000000000, 0.0000000000, 0.1584388457, 0.0725887227, 0.0347827533, 0.0000000000, 0.4791757174, -2.4940504365, -0.0782659250, -0.0959610768, 2.9737299690, 0.0000000000, 5.0000000000, 0.0351939087
          10, 0.4176690646, 0.0278974311, 0.0000000000, 0.0000000000, 0.0000000000, 0.0987254862, 0.0278974311, 0.4176690646, 0.0000000000, 14.9715958580, -2.5023509957, -0.1018103826, -0.1169831754, 2.9671429383, 0.0000000000, 5.0000000000, 0.0385518445
          11, 0.4980800361, 0.0607857265, 0.0000000000, 0.0000000000, 0.0000000000, 0.0643498583, 0.0607857265, 0.4980800361, 0.0000000000, 8.1940295008, -2.5173785185, -0.0986586010, -0.1320632853, 2.9511588959, 0.0000000000, 5.0000000000, 0.0418998524
          12, 0.3543650358, 0.0870700445, 0.0000000000, 0.0000000000, 0.0000000000, 0.0553815081, 0.0870700445, 0.3543650358, 0.0000000000, 4.0698846307, -2.5296920646, -0.0914631024, -0.1426681445, 2.9365852846, 0.0000000000, 5.0000000000, 0.0452649366
          13, 0.3231714170, 0.0442586942, 0.0000000000, 0.0000000000, 0.0000000000, 0.1150628079, 0.0442586942, 0.3231714170, 0.0000000000, 7.3018741953, -2.5803503716, -0.1260454096, -0.1734242317, 2.8852529658, 0.0000000000, 5.0000000000, 0.0485871589
          14, 0.4086085720, -0.0608060091, 0.0000000000, 0.0000000000, 0.0000000000, 0.1519864443, -0.0608060091, 0.4086085720, 0.0000000000, -6.7198715678, -2.6277012174, -0.1973238046, -0.2497425870, 2.8408549426, 0.0000000000, 5.0000000000, 0.0520223732
          15, 0.4602918124, -0.1419388079, 0.0000000000, 0.0000000000, 0.0000000000, 0.1117943994, -0.1419388079, 0.4602918124, 0.0000000000, -3.2428890953, -2.6579657178, -0.2572724931, -0.3415289490, 2.8114310247, 0.0000000000, 5.0000000000, 0.0553666679
          16, 0.3048692779, -0.1240343211, 0.0000000000, 0.0000000000, 0.0000000000, 0.0137135651, -0.1240343211, 0.3048692779, 0.0000000000, -2.4579428928, -2.7209587331, -0.2765611630, -0.3569304595, 2.7452718216, 0.0000000000, 5.0000000000, 0.0600543008
          17, -0.0277500722, -0.0115117852, 0.0000000000, 0.0000000000, 0.0000000000, -0.0697201006, -0.0115117852, -0.0277500722, 0.0000000000, 2.4105793845, -2.8047787571, -0.3178147460, -0.3622078904, 2.6597482063, 0.0000000000, 5.0000000000, 0.0638105806
          18, -0.3279491293, 0.1153707905, 0.0000000000, 0.0000000000, 0.0000000000, -0.0780656321, 0.1153707905, -0.3279491293, 0.0000000000, -2.8425663722, -2.8584783635, -0.4054060293, -0.4328582708, 2.6101788989, 0.0000000000, 5.0000000000, 0.0673152193
          19, -0.3823490839, 0.1672084084, 0.0000000000, 0.0000000000, 0.0000000000, -0.0155444468, 0.1672084084, -0.3823490839, 0.0000000000, -2.2866618224, -2.8934428625, -0.4898399384, -0.5386472556, 2.5777738402, 0.0000000000, 5.0000000000, 0.0708066658
          20, -0.1378210961, 0.1153140970, 0.0000000000, 0.0000000000, 0.0000000000, 0.0680451320, 0.1153140970, -0.1378210961, 0.0000000000, -1.1951799453, -2.9577230000, -0.5335985212, -0.5854560338, 2.5106309900, 0.0000000000, 5.0000000000, 0.0745331831
          21, 0.2570559030, 0.0055610941, 0.0000000000, 0.0000000000, 0.0000000000, 0.1219531529, 0.0055610941, 0.2570559030, 0.0000000000, 46.2239804267, -3.0313879083, -0.5748441062, -0.5914435403, 2.4353853076, 0.0000000000, 5.0000000000, 0.0780379072
