"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","Time(min)"
           0, -1.1223438110, 4.5351488397, 0.0000000000, 0.0000000000, 0.0000000000, 2.0348447188, 4.5148705142, -1.2013221334, 0.0000000000, -0.2474767313, -2.1965151232, -1.0204631757, -2.7785417071, 3.2653099521, 0.0000000000, 5.0000000000, 0.0053370693
           1, -0.6065325242, -0.1030003045, 0.0000000000, 0.0000000000, 0.0000000000, 0.1547426031, -0.1135700692, -0.6046425432, 0.0000000000, 5.8886478754, -2.0951221990, -0.0969048600, 0.0752435832, 3.3702992587, 0.0000000000, 5.0000000000, 0.0128599417
           2, 0.3677925575, 0.7765442679, 0.0000000000, 0.0000000000, 0.0000000000, 0.8860411818, 0.7828448616, 0.3541839747, 0.0000000000, 0.4736272904, -2.3019054102, -0.0104042671, 0.0600519398, 3.1636770810, 0.0000000000, 5.0000000000, 0.0182951930
           3, 0.4617060988, -0.6750777455, 0.0000000000, 0.0000000000, 0.0000000000, -0.4310999341, -0.6669170454, 0.4734175099, 0.0000000000, -0.6839302612, -2.4894627302, -0.0667096336, -0.0360753162, 2.9769955831, 0.0000000000, 5.0000000000, 0.0240446252
           4, 1.5064262563, -0.7389911324, 0.0000000000, 0.0000000000, 0.0000000000, -0.0324218162, -0.7125878172, 1.5190939939, 0.0000000000, -2.0384903016, -2.5089753366, -0.1137557396, -0.0967794695, 2.9619223854, 0.0000000000, 5.0000000000, 0.0295451458
           5, 0.2947374955, -0.3541059471, 0.0000000000, 0.0000000000, 0.0000000000, -0.3542429934, -0.3489081365, 0.3008726065, 0.0000000000, -0.8323426871, -2.5178686527, -0.1264015505, -0.1374568781, 2.9506651921, 0.0000000000, 5.0000000000, 0.0361320325
           6, 0.0833535085, -0.0413494430, 0.0000000000, 0.0000000000, 0.0000000000, -0.0408295791, -0.0398884260, 0.0840624607, 0.0000000000, -2.0158314695, -2.5144401423, -0.1009059387, -0.1067342251, 2.9535276169, 0.0000000000, 5.0000000000, 0.0435572076
           7, -0.6133854235, 0.2338881231, 0.0000000000, 0.0000000000, 0.0000000000, 0.0271591753, 0.2231474491, -0.6173739126, 0.0000000000, -2.6225590907, -2.5160387708, -0.0923061285, -0.0960220259, 2.9534228220, 0.0000000000, 5.0000000000, 0.0502530808
           8, -0.4870175436, 0.2041167694, 0.0000000000, 0.0000000000, 0.0000000000, 0.1176270689, 0.1955860533, -0.4905056973, 0.0000000000, -2.3859751705, -2.5191501791, -0.0834596845, -0.0968676683, 2.9481915918, 0.0000000000, 5.0000000000, 0.0567280589
           9, -0.1342344952, 0.0780094036, 0.0000000000, 0.0000000000, 0.0000000000, 0.1107246650, 0.0756548074, -0.1355755024, 0.0000000000, -1.7207476155, -2.5023065109, -0.0849640521, -0.1063637940, 2.9659337982, 0.0000000000, 5.0000000000, 0.0620646008
          10, 0.0601532744, 0.0206641278, 0.0000000000, 0.0000000000, 0.0000000000, 0.0035730425, 0.0217108000, 0.0597834740, 0.0000000000, 2.9109999155, -2.5099281563, -0.1102778511, -0.1285836995, 2.9602812870, 0.0000000000, 5.0000000000, 0.0685260732
          11, 0.1022731085, 0.0502744195, 0.0000000000, 0.0000000000, 0.0000000000, -0.0306591004, 0.0520516743, 0.1013801222, 0.0000000000, 2.0342971543, -2.5263338919, -0.1035054332, -0.1394875172, 2.9424212651, 0.0000000000, 5.0000000000, 0.0754391854
          12, 0.0605618129, 0.0803901225, 0.0000000000, 0.0000000000, 0.0000000000, -0.0027696998, 0.0814348280, 0.0591495880, 0.0000000000, 0.7533489321, -2.5416178259, -0.0978471018, -0.1504888751, 2.9246129987, 0.0000000000, 5.0000000000, 0.0840559500
          13, 0.2242402175, 0.0374848429, 0.0000000000, 0.0000000000, 0.0000000000, 0.1098905308, 0.0413926652, 0.2235518639, 0.0000000000, 5.9821570605, -2.5908742697, -0.1393773079, -0.1890716274, 2.8753270022, 0.0000000000, 5.0000000000, 0.0907008294
          14, 0.4991640341, -0.0708548059, 0.0000000000, 0.0000000000, 0.0000000000, 0.1913224962, -0.0621324007, 0.5003245958, 0.0000000000, -7.0448860581, -2.6329799078, -0.2098562595, -0.2661096341, 2.8363509037, 0.0000000000, 5.0000000000, 0.0969969261
          15, 0.6641803090, -0.1536354368, 0.0000000000, 0.0000000000, 0.0000000000, 0.1755699555, -0.1420204926, 0.6667604592, 0.0000000000, -4.3230931807, -2.6637716555, -0.2585861158, -0.3407771250, 2.8055030276, 0.0000000000, 5.0000000000, 0.1031593910
          16, 0.5162528199, -0.1299459742, 0.0000000000, 0.0000000000, 0.0000000000, 0.0793616217, -0.1209163287, 0.5184420620, 0.0000000000, -3.9728265780, -2.7321974849, -0.2781072660, -0.3534180107, 2.7332257081, 0.0000000000, 5.0000000000, 0.1122193287
          17, 0.0987302658, -0.0054663223, 0.0000000000, 0.0000000000, 0.0000000000, -0.0219102250, -0.0037424090, 0.0988106292, 0.0000000000, -18.0615523230, -2.8171066371, -0.3316731737, -0.3774917948, 2.6471477364, 0.0000000000, 5.0000000000, 0.1194607261
          18, -0.3328480717, 0.1320799509, 0.0000000000, 0.0000000000, 0.0000000000, -0.0604187821, 0.1262508346, -0.3351024903, 0.0000000000, -2.5200499362, -2.8635924185, -0.4297814126, -0.4646583903, 2.6059552659, 0.0000000000, 5.0000000000, 0.1257304386
          19, -0.5116834211, 0.1858307675, 0.0000000000, 0.0000000000, 0.0000000000, -0.0304963270, 0.1768723576, -0.5148486833, 0.0000000000, -2.7534914044, -2.8960076204, -0.5027979866, -0.5609044205, 2.5755917102, 0.0000000000, 5.0000000000, 0.1327617455
          20, -0.3395721656, 0.1252614014, 0.0000000000, 0.0000000000, 0.0000000000, 0.0299700513, 0.1193159721, -0.3417065600, 0.0000000000, -2.7109082426, -2.9679874823, -0.5258908024, -0.5791058838, 2.4990237294, 0.0000000000, 5.0000000000, 0.1395461792
          21, 0.0566879733, 0.0015865118, 0.0000000000, 0.0000000000, 0.0000000000, 0.0794268088, 0.0025756117, 0.0566516510, 0.0000000000, 35.7312022453, -3.0530383923, -0.5697346862, -0.5895566577, 2.4112256285, 0.0000000000, 5.0000000000, 0.1464965801
          22, 0.4329697121, -0.0989775138, 0.0000000000, 0.0000000000, 0.0000000000, 0.1007164613, -0.0914060756, 0.4346311645, 0.0000000000, -4.3744250135, -3.0731497700, -0.6452164680, -0.6549186788, 2.3979862899, 0.0000000000, 5.0000000000, 0.1538679604
          23, 0.5900974898, -0.1192901155, 0.0000000000, 0.0000000000, 0.0000000000, 0.1001856135, -0.1089733258, 0.5920895146, 0.0000000000, -4.9467425473, -3.0807008417, -0.6828782769, -0.7178355368, 2.3925316689, 0.0000000000, 5.0000000000, 0.1592099402
          24, 0.4826833759, -0.0635348652, 0.0000000000, 0.0000000000, 0.0000000000, 0.0896139872, -0.0551012021, 0.4837186972, 0.0000000000, -7.5971417294, -3.1400777005, -0.6843923747, -0.7196672953, 2.3284564884, 0.0000000000, 5.0000000000, 0.1664871225
          25, 0.2130890034, 0.0187197462, 0.0000000000, 0.0000000000, 0.0000000000, 0.0730737045, 0.0224358109, 0.2127298443, 0.0000000000, 11.3831139406, -3.2126449254, -0.7191157076, -0.7306977013, 2.2519596890, 0.0000000000, 5.0000000000, 0.1724090217
          26, -0.0580846434, 0.0749167665, 0.0000000000, 0.0000000000, 0.0000000000, 0.0492178686, 0.0738916395, -0.0593832747, 0.0000000000, -0.7753223489, -3.2295703138, -0.7889251080, -0.7957947162, 2.2396046204, 0.0000000000, 5.0000000000, 0.1773915783
          27, -0.2083625928, 0.0827974992, 0.0000000000, 0.0000000000, 0.0000000000, 0.0217937267, 0.0791484601, -0.2097758738, 0.0000000000, -2.5165324421, -3.2298752095, -0.8368630720, -0.8783650608, 2.2434399465, 0.0000000000, 5.0000000000, 0.1832868936
          28, -0.1996625125, 0.0545395858, 0.0000000000, 0.0000000000, 0.0000000000, 0.0041611420, 0.0510466879, -0.2005839499, 0.0000000000, -3.6608732808, -3.2599038487, -0.8352910647, -0.8890598885, 2.2117630219, 0.0000000000, 5.0000000000, 0.1903485332
          29, -0.0674970517, 0.0175027270, 0.0000000000, 0.0000000000, 0.0000000000, 0.0111414686, 0.0163220753, -0.0677922362, 0.0000000000, -3.8563734438, -3.3109179448, -0.8337144045, -0.8614080092, 2.1548419092, 0.0000000000, 5.0000000000, 0.1961178141
          30, 0.1169103034, -0.0079240962, 0.0000000000, 0.0000000000, 0.0000000000, 0.0454109802, -0.0058825232, 0.1170307919, 0.0000000000, -14.7537713924, -3.3528612638, -0.8744247782, -0.8871256200, 2.1111106171, 0.0000000000, 5.0000000000, 0.2015197465
          31, 0.2808448241, -0.0171299547, 0.0000000000, 0.0000000000, 0.0000000000, 0.0916073561, -0.0122259277, 0.2811010090, 0.0000000000, -16.3949542825, -3.3626156931, -0.9507296820, -0.9771855486, 2.1076669882, 0.0000000000, 5.0000000000, 0.2076625693
          32, 0.3693895786, -0.0155380835, 0.0000000000, 0.0000000000, 0.0000000000, 0.1245103825, -0.0090889799, 0.3696044957, 0.0000000000, -23.7731750376, -3.3618486237, -0.9875427587, -1.0271815626, 2.1111166344, 0.0000000000, 5.0000000000, 0.2134956514
          33, 0.3551635610, -0.0085835454, 0.0000000000, 0.0000000000, 0.0000000000, 0.1254434753, -0.0023837792, 0.3552592714, 0.0000000000, -41.3772568307, -3.3934672717, -0.9605391510, -0.9754127419, 2.0742936940, 0.0000000000, 5.0000000000, 0.2204853151
          34, 0.2450515697, 0.0024145864, 0.0000000000, 0.0000000000, 0.0000000000, 0.0943481992, 0.0066909583, 0.2449721068, 0.0000000000, 101.4880097906, -3.4592618373, -0.9612981026, -0.9591658498, 2.0022487341, 0.0000000000, 5.0000000000, 0.2274781289
          35, 0.0815134134, 0.0170046528, 0.0000000000, 0.0000000000, 0.0000000000, 0.0489897761, 0.0184246682, 0.0812042264, 0.0000000000, 4.7935946866, -3.5016854209, -1.0304448944, -1.0344623231, 1.9643321605, 0.0000000000, 5.0000000000, 0.2354820402
          36, -0.0690988252, 0.0310838674, 0.0000000000, 0.0000000000, 0.0000000000, 0.0130051439, 0.0298731924, -0.0696307894, 0.0000000000, -2.2229803120, -3.5010321392, -1.1229560134, -1.1556117327, 1.9718499078, 0.0000000000, 5.0000000000, 0.2425430098
          37, -0.1427698131, 0.0372763369, 0.0000000000, 0.0000000000, 0.0000000000, 0.0021297264, 0.0347789827, -0.1433986303, 0.0000000000, -3.8300387079, -3.5198690351, -1.1342915177, -1.1658070429, 1.9510827671, 0.0000000000, 5.0000000000, 0.2509069787
          38, -0.1080102489, 0.0304000853, 0.0000000000, 0.0000000000, 0.0000000000, 0.0175119406, 0.0285104164, -0.1085243530, 0.0000000000, -3.5529587455, -3.5836237154, -1.1089990884, -1.1193186469, 1.8804175617, 0.0000000000, 5.0000000000, 0.2580492392
          39, 0.0172631092, 0.0127620585, 0.0000000000, 0.0000000000, 0.0000000000, 0.0484248907, 0.0130613975, 0.0170377513, 0.0000000000, 1.3526900226, -3.6540196874, -1.1380641495, -1.1453672645, 1.8076657542, 0.0000000000, 5.0000000000, 0.2656679773
          40, 0.1737739836, -0.0059861792, 0.0000000000, 0.0000000000, 0.0000000000, 0.0802199182, -0.0029524933, 0.1738519902, 0.0000000000, -29.0291982730, -3.6736391074, -1.2325954094, -1.2503486460, 1.7955599105, 0.0000000000, 5.0000000000, 0.2722603233
