"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","Time(min)"
           0, 43.5568531080, 20.0689649259, 0.0000000000, 0.0000000000, 0.0000000000, 14.4146971056, 3.9613371049, 47.7940437106, 0.0000000000, 2.1703587240, -1.8027091114, -0.6536051973, -1.0925393291, 3.6591159639, 0.0000000000, 5.0000000000, 0.0044840636
           1, 3.8993705273, 1.7340137127, 0.0000000000, 0.0000000000, 0.0000000000, 1.4482711517, 0.2957766235, 4.2572773288, 0.0000000000, 2.2487541470, -1.6611037063, 0.1590890356, 0.4922557731, 3.8021008683, 0.0000000000, 5.0000000000, 0.0099118315
           2, 25.5262493756, 10.5680962233, 0.0000000000, 0.0000000000, 0.0000000000, 8.3798716221, 1.2002705668, 27.6013299595, 0.0000000000, 2.4154066008, -1.8255144631, 0.3438765399, 0.5462475292, 3.6397365021, 0.0000000000, 5.0000000000, 0.0160501287
           3, -1.3861362086, -1.1084913236, 0.0000000000, 0.0000000000, 0.0000000000, -1.3073046396, -0.5675546123, -1.6816683280, 0.0000000000, 1.2504709591, -2.0190422899, 0.3894121343, 0.4588377922, 3.4459628124, 0.0000000000, 5.0000000000, 0.0199977407
           4, -2.4695879522, -1.4039310089, 0.0000000000, 0.0000000000, 0.0000000000, -1.2455013446, -0.4746147838, -2.8008262599, 0.0000000000, 1.7590522159, -2.0652680912, 0.3759459911, 0.3815460221, 3.4024472864, 0.0000000000, 5.0000000000, 0.0246956437
           5, -9.4623570882, -4.1857004810, 0.0000000000, 0.0000000000, 0.0000000000, -3.9705559010, -0.6969551273, -10.3233010094, 0.0000000000, 2.2606388420, -2.0530697572, 0.3512343084, 0.3608498835, 3.4181060234, 0.0000000000, 5.0000000000, 0.0288948898
           6, -11.5128767876, -4.6830773699, 0.0000000000, 0.0000000000, 0.0000000000, -4.0345036317, -0.4630174780, -12.4202721546, 0.0000000000, 2.4583998679, -2.0125445945, 0.3744452085, 0.3859801477, 3.4576007723, 0.0000000000, 5.0000000000, 0.0331561767
           7, -7.3503982707, -3.0199519518, 0.0000000000, 0.0000000000, 0.0000000000, -2.4782778442, -0.3238422942, -7.9399994142, 0.0000000000, 2.4339454363, -2.0044445319, 0.4219095698, 0.4262830556, 3.4637000142, 0.0000000000, 5.0000000000, 0.0374592637
           8, -2.7496967970, -1.1297653266, 0.0000000000, 0.0000000000, 0.0000000000, -0.7304677542, -0.1211804480, -2.9702722884, 0.0000000000, 2.4338654518, -1.9944129804, 0.4489494308, 0.4568335412, 3.4728014681, 0.0000000000, 5.0000000000, 0.0430046490
           9, 3.2774849344, 1.1932229518, 0.0000000000, 0.0000000000, 0.0000000000, 1.1464032095, 0.0002969358, 3.4879346926, 0.0000000000, 2.7467498252, -1.9892572680, 0.4270992699, 0.4508196593, 3.4766054300, 0.0000000000, 5.0000000000, 0.0473236149
          10, 6.9778995174, 2.6326693164, 0.0000000000, 0.0000000000, 0.0000000000, 1.9923512344, 0.0873177365, 7.4575066220, 0.0000000000, 2.6505036063, -2.0039066519, 0.3816829598, 0.4125108240, 3.4635104499, 0.0000000000, 5.0000000000, 0.0514831492
          11, 7.6432585529, 2.9173521301, 0.0000000000, 0.0000000000, 0.0000000000, 1.9051946870, 0.1272658832, 8.1801068546, 0.0000000000, 2.6199300640, -2.0054871959, 0.3561038981, 0.3851520948, 3.4648286994, 0.0000000000, 5.0000000000, 0.0554938711
          12, 5.5732606312, 2.1164593953, 0.0000000000, 0.0000000000, 0.0000000000, 1.1478476417, 0.0826538761, 5.9610236346, 0.0000000000, 2.6332943800, -2.0264459195, 0.3686272165, 0.4026215477, 3.4408838212, 0.0000000000, 5.0000000000, 0.0607044143
