"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, 0.5343998561, 0.6132326978, 0.0000000000, 0.0000000000, 0.0000000000, 0.2492630544, 0.5540133492, 0.5955726293, 0.0000000000, 0.8714471000, -4.6556966858, -5.9407583784, -6.9191381618, -4.1114598891, 0.0000000000, 5.0000000000, 5.0000000000, 0.0041500000
           1, 0.3438238717, 0.0065484479, 0.0000000000, 0.0000000000, 0.0000000000, 0.0195842437, -0.0294268062, 0.3426248677, 0.0000000000, 52.5046360586, -4.6158454090, -5.0142965347, -4.8395575013, -4.0656877306, 0.0000000000, 5.0000000000, 5.0000000000, 0.0098833333
           2, 0.4779442638, 0.0857457228, 0.0000000000, 0.0000000000, 0.0000000000, 0.0588359693, 0.0353172193, 0.4842889038, 0.0000000000, 5.5739720681, -5.0353689776, -5.3135053621, -5.1102443640, -4.4848749895, 0.0000000000, 5.0000000000, 5.0000000000, 0.0140333333
           3, 0.4271563592, 0.0360634822, 0.0000000000, 0.0000000000, 0.0000000000, 0.0199134266, -0.0087840751, 0.4285860123, 0.0000000000, 11.8445677827, -5.4359806617, -5.5705313436, -5.4734131943, -4.8972231131, 0.0000000000, 5.0000000000, 5.0000000000, 0.0182000000
           4, 0.4710109929, 0.0404285083, 0.0000000000, 0.0000000000, 0.0000000000, 0.0364583765, -0.0090270186, 0.4726566752, 0.0000000000, 11.6504667750, -5.8028952050, -5.7985434113, -5.7211679764, -5.2652479439, 0.0000000000, 5.0000000000, 5.0000000000, 0.0223500000
           5, 0.5048150030, 0.0399218429, 0.0000000000, 0.0000000000, 0.0000000000, 0.0435376199, -0.0130643896, 0.5062225425, 0.0000000000, 12.6450826413, -5.9892898753, -5.9061327745, -5.8257140314, -5.4547782939, 0.0000000000, 5.0000000000, 5.0000000000, 0.0267833333
           6, 0.5485896096, 0.0431986569, 0.0000000000, 0.0000000000, 0.0000000000, 0.0555978904, -0.0143812187, 0.5500998675, 0.0000000000, 12.6992283768, -6.1567186330, -5.9566891952, -5.8658168436, -5.6270449478, 0.0000000000, 5.0000000000, 5.0000000000, 0.0306833333
           7, 0.5869887229, 0.0452784241, 0.0000000000, 0.0000000000, 0.0000000000, 0.0639703962, -0.0163266450, 0.5885060213, 0.0000000000, 12.9639830502, -6.2196525112, -5.9637192240, -5.8752689253, -5.6891502253, 0.0000000000, 5.0000000000, 5.0000000000, 0.0348333333
           8, 0.6227951833, 0.0469683737, 0.0000000000, 0.0000000000, 0.0000000000, 0.0708915734, -0.0183887474, 0.6242929780, 0.0000000000, 13.2598839279, -6.2488496058, -5.9609843830, -5.8805998870, -5.7174635972, 0.0000000000, 5.0000000000, 5.0000000000, 0.0390000000
           9, 0.6569762307, 0.0483723477, 0.0000000000, 0.0000000000, 0.0000000000, 0.0769963834, -0.0205653568, 0.6584335334, 0.0000000000, 13.5816486337, -6.2635237004, -5.9564547093, -5.8853229342, -5.7305184084, 0.0000000000, 5.0000000000, 5.0000000000, 0.0434166667
