"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, -0.3391876945, 0.6310993470, 0.0000000000, 0.0000000000, 0.0000000000, 0.1568520790, 0.6188774185, -0.3610061201, 0.0000000000, -0.5374553089, -4.7363087983, -6.0192494810, -7.4761656761, -4.1920720016, 0.0000000000, 5.0000000000, 5.0000000000, 0.0041666667
           1, 0.0782573999, -0.0061060322, 0.0000000000, 0.0000000000, 0.0000000000, 0.0640903685, -0.0033711687, 0.0784228250, 0.0000000000, -12.8164079397, -4.7095528197, -5.1065141924, -4.9592092662, -4.1585396871, 0.0000000000, 5.0000000000, 5.0000000000, 0.0088500000
           2, 0.0902381543, 0.0598696440, 0.0000000000, 0.0000000000, 0.0000000000, 0.0752972565, 0.0629824392, 0.0880937632, 0.0000000000, 1.5072438759, -5.1303292964, -5.3898012241, -5.2290869672, -4.5799014787, 0.0000000000, 5.0000000000, 5.0000000000, 0.0130000000
           3, 0.1106679705, 0.0213274814, 0.0000000000, 0.0000000000, 0.0000000000, 0.0602668884, 0.0251767458, 0.1098562362, 0.0000000000, 5.1889844990, -5.5506736325, -5.7024172304, -5.6263636964, -5.0139748659, 0.0000000000, 5.0000000000, 5.0000000000, 0.0174166667
           4, 0.1031143765, 0.0205732691, 0.0000000000, 0.0000000000, 0.0000000000, 0.0632507794, 0.0241593762, 0.1023335653, 0.0000000000, 5.0120559893, -5.9290609579, -5.9918006063, -5.9243485877, -5.3878605800, 0.0000000000, 5.0000000000, 5.0000000000, 0.0215833333
           5, 0.1037745927, 0.0177361244, 0.0000000000, 0.0000000000, 0.0000000000, 0.0638628201, 0.0213470010, 0.1030923942, 0.0000000000, 5.8510298288, -6.1685889218, -6.1706047144, -6.1085951542, -5.6317882711, 0.0000000000, 5.0000000000, 5.0000000000, 0.0257500000
           6, 0.1016182599, 0.0174218134, 0.0000000000, 0.0000000000, 0.0000000000, 0.0671325696, 0.0209576267, 0.1009483443, 0.0000000000, 5.8328175885, -6.4145631347, -6.3004180682, -6.2282626077, -5.8899652042, 0.0000000000, 5.0000000000, 5.0000000000, 0.0299000000
           7, 0.0987834745, 0.0169289484, 0.0000000000, 0.0000000000, 0.0000000000, 0.0690512078, 0.0203661293, 0.0981324865, 0.0000000000, 5.8351808031, -6.5583488077, -6.3496291700, -6.2721331658, -6.0413957446, 0.0000000000, 5.0000000000, 5.0000000000, 0.0340666667
           8, 0.0956567330, 0.0166408362, 0.0000000000, 0.0000000000, 0.0000000000, 0.0704368018, 0.0199690709, 0.0950177047, 0.0000000000, 5.7483128612, -6.6375307712, -6.3717036649, -6.2915270207, -6.1230468634, 0.0000000000, 5.0000000000, 5.0000000000, 0.0379666667
           9, 0.0936780047, 0.0163298320, 0.0000000000, 0.0000000000, 0.0000000000, 0.0717399228, 0.0195891995, 0.0930510356, 0.0000000000, 5.7366177788, -6.6760058281, -6.3824735840, -6.3018171383, -6.1588792969, 0.0000000000, 5.0000000000, 5.0000000000, 0.0421166667
          10, 0.0931512023, 0.0160022382, 0.0000000000, 0.0000000000, 0.0000000000, 0.0733250166, 0.0192434202, 0.0925359871, 0.0000000000, 5.8211358251, -6.6894859133, -6.3894151565, -6.3081509217, -6.1695138817, 0.0000000000, 5.0000000000, 5.0000000000, 0.0462833333
          11, 0.0938740832, 0.0156127149, 0.0000000000, 0.0000000000, 0.0000000000, 0.0750395509, 0.0188793623, 0.0932720218, 0.0000000000, 6.0126687550, -6.6960607195, -6.3937973037, -6.3114517317, -6.1745508691, 0.0000000000, 5.0000000000, 5.0000000000, 0.0504500000
          12, 0.0954702521, 0.0151229428, 0.0000000000, 0.0000000000, 0.0000000000, 0.0766571059, 0.0184455941, 0.0948843111, 0.0000000000, 6.3129414160, -6.6999247467, -6.3965119631, -6.3127912963, -6.1775223391, 0.0000000000, 5.0000000000, 5.0000000000, 0.0546000000
          13, 0.0976853601, 0.0145151490, 0.0000000000, 0.0000000000, 0.0000000000, 0.0780512576, 0.0179154767, 0.0971192814, 0.0000000000, 6.7298902749, -6.7030529476, -6.3984050629, -6.3130474908, -6.1800874653, 0.0000000000, 5.0000000000, 5.0000000000, 0.0585000000
          14, 0.1004143005, 0.0137992327, 0.0000000000, 0.0000000000, 0.0000000000, 0.0792202338, 0.0172952352, 0.0998715445, 0.0000000000, 7.2768031706, -6.7060962787, -6.4000152835, -6.3128761021, -6.1827803620, 0.0000000000, 5.0000000000, 5.0000000000, 0.0626666667
          15, 0.1036157022, 0.0129985465, 0.0000000000, 0.0000000000, 0.0000000000, 0.0802042518, 0.0166067640, 0.1030989396, 0.0000000000, 7.9713298929, -6.7097527190, -6.4016416004, -6.3127654506, -6.1862418966, 0.0000000000, 5.0000000000, 5.0000000000, 0.0668166667
          16, 0.1072191046, 0.0121373232, 0.0000000000, 0.0000000000, 0.0000000000, 0.0810264099, 0.0158718223, 0.1067302032, 0.0000000000, 8.8338345108, -6.7143316239, -6.4034312251, -6.3130619253, -6.1907237552, 0.0000000000, 5.0000000000, 5.0000000000, 0.0709833333
          17, 0.1111079814, 0.0112356873, 0.0000000000, 0.0000000000, 0.0000000000, 0.0816837351, 0.0151064554, 0.1106481775, 0.0000000000, 9.8888460277, -6.7198271929, -6.4054470974, -6.3139598793, -6.1961864835, 0.0000000000, 5.0000000000, 5.0000000000, 0.0751500000
