"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, -0.4465099781, 0.6497512461, 0.0000000000, 0.0000000000, 0.0000000000, 0.1451347191, 0.6254922579, -0.4799034045, 0.0000000000, -0.6872014187, -4.7241482984, -6.0074199337, -7.2880241763, -4.1799115017, 0.0000000000, 5.0000000000, 5.0000000000, 0.0044166667
           1, 0.0448938944, -0.0034211066, 0.0000000000, 0.0000000000, 0.0000000000, 0.0695162618, -0.0010668532, 0.0450114158, 0.0000000000, -13.1226236479, -4.6931616452, -5.0905096244, -4.9366361340, -4.1421022182, 0.0000000000, 5.0000000000, 5.0000000000, 0.0088333333
           2, 0.0413923602, 0.0630911910, 0.0000000000, 0.0000000000, 0.0000000000, 0.0771388064, 0.0651710355, 0.0380336956, 0.0000000000, 0.6560719411, -5.1144440770, -5.3742171438, -5.2080326904, -4.5641277383, 0.0000000000, 5.0000000000, 5.0000000000, 0.0130000000
           3, 0.0707919840, 0.0243022950, 0.0000000000, 0.0000000000, 0.0000000000, 0.0650985963, 0.0279739558, 0.0694230822, 0.0000000000, 2.9129752511, -5.5307743444, -5.6844642298, -5.5996120598, -4.9942035383, 0.0000000000, 5.0000000000, 5.0000000000, 0.0171500000
           4, 0.0566870814, 0.0236628535, 0.0000000000, 0.0000000000, 0.0000000000, 0.0663351824, 0.0265971970, 0.0553709757, 0.0000000000, 2.3956147775, -5.9088296669, -5.9677835215, -5.8881014698, -5.3685665742, 0.0000000000, 5.0000000000, 5.0000000000, 0.0213166667
           5, 0.0531355260, 0.0209011382, 0.0000000000, 0.0000000000, 0.0000000000, 0.0660984775, 0.0236533925, 0.0519688246, 0.0000000000, 2.5422312165, -6.1435068625, -6.1402969917, -6.0592444097, -5.6069992212, 0.0000000000, 5.0000000000, 5.0000000000, 0.0254666667
           6, 0.0451565992, 0.0207303935, 0.0000000000, 0.0000000000, 0.0000000000, 0.0682248073, 0.0230652970, 0.0440097687, 0.0000000000, 2.1782798876, -6.3795825028, -6.2655269011, -6.1656879841, -5.8548737164, 0.0000000000, 5.0000000000, 5.0000000000, 0.0296333333
           7, 0.0371057654, 0.0203854553, 0.0000000000, 0.0000000000, 0.0000000000, 0.0692980524, 0.0222994834, 0.0359880209, 0.0000000000, 1.8202078333, -6.5199280881, -6.3149931607, -6.2076020477, -6.0020970387, 0.0000000000, 5.0000000000, 5.0000000000, 0.0338000000
           8, 0.0290614957, 0.0202486438, 0.0000000000, 0.0000000000, 0.0000000000, 0.0699567065, 0.0217418549, 0.0279619358, 0.0000000000, 1.4352317117, -6.6013401170, -6.3397249872, -6.2313578047, -6.0854777740, 0.0000000000, 5.0000000000, 5.0000000000, 0.0379500000
           9, 0.0225166586, 0.0200442521, 0.0000000000, 0.0000000000, 0.0000000000, 0.0706260994, 0.0211952130, 0.0214367652, 0.0000000000, 1.1233474042, -6.6454276732, -6.3536822870, -6.2482652911, -6.1271408599, 0.0000000000, 5.0000000000, 5.0000000000, 0.0421166667
          10, 0.0177552301, 0.0197637447, 0.0000000000, 0.0000000000, 0.0000000000, 0.0716589747, 0.0206658961, 0.0166965427, 0.0000000000, 0.8983737855, -6.6632755937, -6.3639283675, -6.2616181591, -6.1423585665, 0.0000000000, 5.0000000000, 5.0000000000, 0.0465333333
          11, 0.0146398626, 0.0193663192, 0.0000000000, 0.0000000000, 0.0000000000, 0.0729299814, 0.0201059696, 0.0136062444, 0.0000000000, 0.7559445067, -6.6727258678, -6.3713853739, -6.2714455690, -6.1504859698, 0.0000000000, 5.0000000000, 5.0000000000, 0.0507000000
