"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, -0.5530081635, 0.6719841933, 0.0000000000, 0.0000000000, 0.0000000000, 0.1333514817, 0.6317713742, -0.5985363111, 0.0000000000, -0.8229481719, -4.7077744248, -5.9915096766, -7.1468659479, -4.1635376281, 0.0000000000, 5.0000000000, 5.0000000000, 0.0041500000
           1, 0.0116474514, 0.0001914085, 0.0000000000, 0.0000000000, 0.0000000000, 0.0748733069, 0.0010034274, 0.0116057268, 0.0000000000, 60.8512679686, -4.6719391527, -5.0697552888, -4.9083725117, -4.1208656428, 0.0000000000, 5.0000000000, 5.0000000000, 0.0088333333
           2, -0.0073450513, 0.0677460802, 0.0000000000, 0.0000000000, 0.0000000000, 0.0788869078, 0.0670686893, -0.0120528868, 0.0000000000, -0.1084203139, -5.0936698250, -5.3544197059, -5.1812084580, -4.5434659400, 0.0000000000, 5.0000000000, 5.0000000000, 0.0132500000
           3, 0.0310911746, 0.0283347635, 0.0000000000, 0.0000000000, 0.0000000000, 0.0698555884, 0.0304345522, 0.0290389048, 0.0000000000, 1.0972801848, -5.5053082252, -5.6601701338, -5.5660898510, -4.9687851690, 0.0000000000, 5.0000000000, 5.0000000000, 0.0174166667
           4, 0.0104408193, 0.0279910171, 0.0000000000, 0.0000000000, 0.0000000000, 0.0693368810, 0.0286511471, 0.0084628314, 0.0000000000, 0.3730060723, -5.8826063456, -5.9348302218, -5.8439963584, -5.3433948269, 0.0000000000, 5.0000000000, 5.0000000000, 0.0215666667
           5, 0.0027000887, 0.0253830806, 0.0000000000, 0.0000000000, 0.0000000000, 0.0682431921, 0.0255095974, 0.0009228772, 0.0000000000, 0.1063735610, -6.1103535113, -6.0976212884, -6.0004633861, -5.5742200656, 0.0000000000, 5.0000000000, 5.0000000000, 0.0257333333
           6, -0.0110783258, 0.0254851175, 0.0000000000, 0.0000000000, 0.0000000000, 0.0692167581, 0.0246502521, -0.0128290915, 0.0000000000, -0.4346978516, -6.3335276540, -6.2128507364, -6.0923917786, -5.8083948316, 0.0000000000, 5.0000000000, 5.0000000000, 0.0299000000
           7, -0.0243206864, 0.0253987755, 0.0000000000, 0.0000000000, 0.0000000000, 0.0694345791, 0.0236403801, -0.0260331714, 0.0000000000, -0.9575534987, -6.4651245670, -6.2581289869, -6.1300090915, -5.9454334607, 0.0000000000, 5.0000000000, 5.0000000000, 0.0340500000
           8, -0.0372545788, 0.0255041213, 0.0000000000, 0.0000000000, 0.0000000000, 0.0693552715, 0.0228432465, -0.0389429060, 0.0000000000, -1.4607277912, -6.5431679166, -6.2817085123, -6.1546662373, -6.0244334895, 0.0000000000, 5.0000000000, 5.0000000000, 0.0382166667
           9, -0.0483362863, 0.0254768954, 0.0000000000, 0.0000000000, 0.0000000000, 0.0693800950, 0.0220430661, -0.0499957199, 0.0000000000, -1.8972596724, -6.5883175173, -6.2957824883, -6.1746271912, -6.0671497017, 0.0000000000, 5.0000000000, 5.0000000000, 0.0423666667
          10, -0.0573102280, 0.0253020187, 0.0000000000, 0.0000000000, 0.0000000000, 0.0698487553, 0.0212426248, -0.0589356028, 0.0000000000, -2.2650456747, -6.6090711807, -6.3067253967, -6.1919594273, -6.0855644002, 0.0000000000, 5.0000000000, 5.0000000000, 0.0465333333
          11, -0.0642415349, 0.0249388160, 0.0000000000, 0.0000000000, 0.0000000000, 0.0706640551, 0.0203968033, -0.0658246896, 0.0000000000, -2.5759657153, -6.6213337710, -6.3152285914, -6.2062096846, -6.0967710885, 0.0000000000, 5.0000000000, 5.0000000000, 0.0507000000
          12, -0.0694285073, 0.0243782099, 0.0000000000, 0.0000000000, 0.0000000000, 0.0716312237, 0.0194757379, -0.0709599209, 0.0000000000, -2.8479739762, -6.6292241240, -6.3218961283, -6.2173074932, -6.1042411869, 0.0000000000, 5.0000000000, 5.0000000000, 0.0548500000
          13, -0.0731168584, 0.0236190076, 0.0000000000, 0.0000000000, 0.0000000000, 0.0726170210, 0.0184610987, -0.0745863281, 0.0000000000, -3.0956786854, -6.6343537636, -6.3273737651, -6.2253562441, -6.1091864957, 0.0000000000, 5.0000000000, 5.0000000000, 0.0587500000
          14, -0.0754641272, 0.0226809304, 0.0000000000, 0.0000000000, 0.0000000000, 0.0735853514, 0.0173615694, -0.0768624421, 0.0000000000, -3.3272059749, -6.6376236440, -6.3320358801, -6.2306751375, -6.1123701154, 0.0000000000, 5.0000000000, 5.0000000000, 0.0629166667
          15, -0.0765822573, 0.0215959458, 0.0000000000, 0.0000000000, 0.0000000000, 0.0745390782, 0.0162012309, -0.0779021638, 0.0000000000, -3.5461404717, -6.6403039786, -6.3360942864, -6.2337972697, -6.1150108852, 0.0000000000, 5.0000000000, 5.0000000000, 0.0670666667
          16, -0.0766104999, 0.0203986147, 0.0000000000, 0.0000000000, 0.0000000000, 0.0754709367, 0.0150048464, -0.0778468160, 0.0000000000, -3.7556716992, -6.6432783138, -6.3396844027, -6.2353670563, -6.1179453756, 0.0000000000, 5.0000000000, 5.0000000000, 0.0712333333
